player_id,player_display_name,position,season,week,season_type,game_id,team,opponent_team,completions,attempts,passing_yards,passing_tds,passing_interceptions,sacks_suffered,sack_yards_lost,carries,rushing_yards,rushing_tds
00-0002027,Reggie Brown,FB,2000,1,REG,2000_01_SEA_MIA,SEA,MIA,0,0,0,0,0,0,0,2,3,0
00-0002058,Tim Brown,WR,2000,1,REG,2000_01_SD_OAK,LV,LAC,0,0,0,0,0,0,0,1,3,0
00-0002068,Troy Brown,WR,2000,1,REG,2000_01_TB_NE,NE,TB,0,0,0,0,0,0,0,2,33,0
00-0002110,Mark Brunell,QB,2000,1,REG,2000_01_JAX_CLE,JAX,CLE,24,34,301,1,0,4,-22,1,5,0
00-0002159,Shawn Bryson,RB,2000,1,REG,2000_01_TEN_BUF,BUF,TEN,0,0,0,0,0,0,0,10,16,0
00-0002713,Tony Carter,RB,2000,1,REG,2000_01_TB_NE,NE,TB,0,0,0,0,0,0,0,1,4,0
00-0002787,Stoney Case,QB,2000,1,REG,2000_01_DET_NO,DET,NO,13,25,100,0,1,2,-11,3,17,0
00-0002846,Larry Centers,FB,2000,1,REG,2000_01_CAR_WAS,WAS,CAR,0,0,0,0,0,0,0,4,26,0
00-0002873,Robert Chancey,RB,2000,1,REG,2000_01_SD_OAK,LAC,LV,0,0,0,0,0,0,0,23,74,1
00-0002876,Chris Chandler,QB,2000,1,REG,2000_01_SF_ATL,ATL,SF,16,31,264,2,0,0,0,4,12,0
00-0002970,Bob Christian,FB,2000,1,REG,2000_01_SF_ATL,ATL,SF,0,0,0,0,0,0,0,3,5,0
00-0003136,Mike Cloud,RB,2000,1,REG,2000_01_IND_KC,KC,IND,0,0,0,0,0,0,0,2,5,0
00-0003292,Kerry Collins,QB,2000,1,REG,2000_01_ARI_NYG,NYG,ARI,17,25,172,0,1,0,0,5,1,0
00-0003535,Tim Couch,QB,2000,1,REG,2000_01_JAX_CLE,CLE,JAX,19,27,160,1,0,1,-7,2,32,0
00-0003663,Zack Crockett,RB,2000,1,REG,2000_01_SD_OAK,LV,LAC,0,0,0,0,0,0,0,1,0,0
00-0003739,Daunte Culpepper,QB,2000,1,REG,2000_01_CHI_MIN,MIN,CHI,13,23,190,0,1,1,-2,13,73,3
00-0003761,Randall Cunningham,QB,2000,1,REG,2000_01_PHI_DAL,DAL,PHI,13,26,135,1,1,1,-5,1,5,0
00-0004052,Stephen Davis,RB,2000,1,REG,2000_01_CAR_WAS,WAS,CAR,0,0,0,0,0,0,0,23,133,1
00-0004054,Terrell Davis,RB,2000,1,REG,2000_01_DEN_STL,DEN,LA,0,0,0,0,0,0,0,9,34,0
00-0004229,Koy Detmer,QB,2000,1,REG,2000_01_PHI_DAL,PHI,DAL,0,1,0,0,1,0,0,0,0,0
00-0004640,Warrick Dunn,RB,2000,1,REG,2000_01_TB_NE,TB,NE,0,0,0,0,0,0,0,16,56,0
00-0004780,Troy Edwards,WR,2000,1,REG,2000_01_BAL_PIT,PIT,BAL,0,0,0,0,0,0,0,1,-9,0
00-0004888,Bert Emanuel,WR,2000,1,REG,2000_01_SEA_MIA,MIA,SEA,0,0,0,0,0,0,0,1,-1,0
00-0004915,Bobby Engram,WR,2000,1,REG,2000_01_CHI_MIN,CHI,MIN,0,0,0,0,0,0,0,1,1,0
00-0004916,Curtis Enis,RB,2000,1,REG,2000_01_CHI_MIN,CHI,MIN,0,0,0,0,0,0,0,4,11,0
00-0005091,Kevin Faulk,RB,2000,1,REG,2000_01_TB_NE,NE,TB,0,0,0,0,0,0,0,10,21,0
00-0005092,Marshall Faulk,RB,2000,1,REG,2000_01_DEN_STL,LA,DEN,0,0,0,0,0,0,0,14,78,1
00-0005106,Brett Favre,QB,2000,1,REG,2000_01_NYJ_GB,GB,NYJ,14,34,152,1,1,1,-3,2,13,0
00-0005180,Jay Fiedler,QB,2000,1,REG,2000_01_SEA_MIA,MIA,SEA,15,24,134,1,0,2,-7,3,9,0
00-0005324,Terrell Fletcher,RB,2000,1,REG,2000_01_SD_OAK,LAC,LV,0,0,0,0,0,0,0,3,8,0
00-0005741,Rich Gannon,QB,2000,1,REG,2000_01_SD_OAK,LV,LAC,20,35,176,1,0,4,-10,6,17,0
00-0005755,Jeff Garcia,QB,2000,1,REG,2000_01_SF_ATL,SF,ATL,23,36,253,3,1,1,-6,2,22,0
00-0005779,Charlie Garner,RB,2000,1,REG,2000_01_SF_ATL,SF,ATL,0,0,0,0,0,0,0,15,62,0
00-0005816,Olandis Gary,RB,2000,1,REG,2000_01_DEN_STL,DEN,LA,0,0,0,0,0,0,0,13,80,0
00-0005883,Eddie George,RB,2000,1,REG,2000_01_TEN_BUF,TEN,BUF,0,0,0,0,0,0,0,17,37,1
00-0006212,Kent Graham,QB,2000,1,REG,2000_01_BAL_PIT,PIT,BAL,17,38,199,0,0,1,-6,0,0,0
00-0006300,Elvis Grbac,QB,2000,1,REG,2000_01_IND_KC,KC,IND,16,37,212,2,1,1,-6,0,0,0
00-0006305,Ahman Green,RB,2000,1,REG,2000_01_NYJ_GB,GB,NYJ,0,0,0,0,0,0,0,12,41,0
00-0006331,Jacquez Green,WR,2000,1,REG,2000_01_TB_NE,TB,NE,0,0,0,0,0,0,0,1,6,0
00-0006423,Brian Griese,QB,2000,1,REG,2000_01_DEN_STL,DEN,LA,19,29,307,2,0,4,-33,4,28,1
00-0006456,Howard Griffith,RB,2000,1,REG,2000_01_DEN_STL,DEN,LA,0,0,0,0,0,0,0,1,0,0
00-0007357,Chris Hetherington,FB,2000,1,REG,2000_01_CAR_WAS,CAR,WAS,0,0,0,0,0,0,0,2,7,0
00-0007579,Robert Holcombe,FB,2000,1,REG,2000_01_DEN_STL,LA,DEN,0,0,0,0,0,0,0,1,1,1
00-0007661,Priest Holmes,RB,2000,1,REG,2000_01_BAL_PIT,BAL,PIT,0,0,0,0,0,0,0,27,119,0
00-0007795,Chris Howard,RB,2000,1,REG,2000_01_JAX_CLE,JAX,CLE,0,0,0,0,0,0,0,13,45,1
00-0007834,Brock Huard,QB,2000,1,REG,2000_01_SEA_MIA,SEA,MIA,4,9,30,0,0,3,-12,1,4,0
00-0007969,Richard Huntley,RB,2000,1,REG,2000_01_BAL_PIT,PIT,BAL,0,0,0,0,0,0,0,7,31,0
00-0008046,Sedrick Irvin,RB,2000,1,REG,2000_01_DET_NO,DET,NO,0,0,0,0,0,0,0,3,3,0
00-0008060,Raghib Ismail,WR,2000,1,REG,2000_01_PHI_DAL,DAL,PHI,0,0,0,0,0,0,0,2,33,0
00-0008196,Terry Jackson,RB,2000,1,REG,2000_01_SF_ATL,SF,ATL,0,0,0,0,0,0,0,1,0,0
00-0008241,Edgerrin James,RB,2000,1,REG,2000_01_IND_KC,IND,KC,0,0,0,0,0,0,0,28,124,1
00-0008313,Shawn Jefferson,WR,2000,1,REG,2000_01_SF_ATL,ATL,SF,0,0,0,0,0,0,0,1,1,0
00-0008401,John Jett,P,2000,1,REG,2000_01_DET_NO,DET,NO,0,0,0,0,0,0,0,1,0,0
00-0008442,Brad Johnson,QB,2000,1,REG,2000_01_CAR_WAS,WAS,CAR,25,35,234,0,0,0,0,2,0,1
00-0008454,Charles Johnson,WR,2000,1,REG,2000_01_PHI_DAL,PHI,DAL,0,0,0,0,0,0,0,1,8,0
00-0008561,Keyshawn Johnson,WR,2000,1,REG,2000_01_TB_NE,TB,NE,0,0,0,0,0,0,0,1,3,0
00-0008612,Rob Johnson,QB,2000,1,REG,2000_01_TEN_BUF,BUF,TEN,9,18,107,1,0,5,-37,6,60,0
00-0009038,Napoleon Kaufman,RB,2000,1,REG,2000_01_SD_OAK,LV,LAC,0,0,0,0,0,0,0,4,0,0
00-0009266,Shaun King,QB,2000,1,REG,2000_01_TB_NE,TB,NE,12,24,167,1,0,1,-11,4,21,0
00-0009311,Jon Kitna,QB,2000,1,REG,2000_01_SEA_MIA,SEA,MIA,6,15,54,0,4,1,0,2,5,0
00-0009323,Jimmy Kleinsasser,TE,2000,1,REG,2000_01_CHI_MIN,MIN,CHI,0,0,0,0,0,0,0,2,5,0
00-0009417,Rob Konrad,FB,2000,1,REG,2000_01_SEA_MIA,MIA,SEA,0,0,0,0,0,0,0,7,19,0
00-0009715,Ryan Leaf,QB,2000,1,REG,2000_01_SD_OAK,LAC,LV,17,39,180,0,3,2,-18,2,-6,0
00-0010240,Stacey Mack,RB,2000,1,REG,2000_01_JAX_CLE,JAX,CLE,0,0,0,0,0,0,0,23,74,1
00-0010346,Peyton Manning,QB,2000,1,REG,2000_01_IND_KC,IND,KC,22,32,273,1,1,1,-6,3,-3,0
00-0010442,Curtis Martin,RB,2000,1,REG,2000_01_NYJ_GB,NYJ,GB,0,0,0,0,0,0,0,30,110,1
00-0010455,Jamie Martin,QB,2000,1,REG,2000_01_JAX_CLE,JAX,CLE,0,0,0,0,0,0,0,3,-5,0
00-0011022,Donovan McNabb,QB,2000,1,REG,2000_01_PHI_DAL,PHI,DAL,16,28,130,1,2,1,-11,5,29,1
00-0011024,Steve McNair,QB,2000,1,REG,2000_01_TEN_BUF,TEN,BUF,17,31,152,0,1,4,-33,2,15,0
00-0011044,Cade McNown,QB,2000,1,REG,2000_01_CHI_MIN,CHI,MIN,27,41,290,2,0,2,-18,10,87,1
00-0011392,Basil Mitchell,RB,2000,1,REG,2000_01_NYJ_GB,GB,NYJ,0,0,0,0,0,0,0,2,8,0
00-0011399,Brian Mitchell,RB,2000,1,REG,2000_01_PHI_DAL,PHI,DAL,0,0,0,0,0,0,0,8,39,1
00-0011640,Moses Moreno,QB,2000,1,REG,2000_01_SD_OAK,LAC,LV,2,3,17,0,0,0,0,0,0,0
00-0011869,Adrian Murrell,RB,2000,1,REG,2000_01_CAR_WAS,WAS,CAR,0,0,0,0,0,0,0,1,-1,0
00-0012603,Bernie Parmalee,RB,2000,1,REG,2000_01_NYJ_GB,NYJ,GB,0,0,0,0,0,0,0,1,-1,0
00-0013013,Michael Pittman,RB,2000,1,REG,2000_01_ARI_NYG,ARI,NYG,0,0,0,0,0,0,0,4,9,0
00-0013042,Jake Plummer,QB,2000,1,REG,2000_01_ARI_NYG,ARI,NYG,28,49,318,2,3,1,-6,4,18,0
00-0013262,Stanley Pritchett,RB,2000,1,REG,2000_01_PHI_DAL,PHI,DAL,0,0,0,0,0,0,0,6,29,0
00-0013622,Errict Rhett,RB,2000,1,REG,2000_01_JAX_CLE,CLE,JAX,0,0,0,0,0,0,0,14,64,0
00-0013639,Jerry Rice,WR,2000,1,REG,2000_01_SF_ATL,SF,ATL,0,0,0,0,0,0,0,1,-2,0
00-0013694,Tony Richardson,FB,2000,1,REG,2000_01_IND_KC,KC,IND,0,0,0,0,0,0,0,13,58,0
00-0015091,Antowain Smith,RB,2000,1,REG,2000_01_TEN_BUF,BUF,TEN,0,0,0,0,0,0,0,17,42,0
00-0015165,Emmitt Smith,RB,2000,1,REG,2000_01_PHI_DAL,DAL,PHI,0,0,0,0,0,0,0,7,29,0
00-0015242,Lamar Smith,RB,2000,1,REG,2000_01_SEA_MIA,MIA,SEA,0,0,0,0,0,0,0,27,145,1
00-0015286,Robert Smith,RB,2000,1,REG,2000_01_CHI_MIN,MIN,CHI,0,0,0,0,0,0,0,14,109,0
00-0015290,Rod Smith,WR,2000,1,REG,2000_01_DEN_STL,DEN,LA,0,0,0,0,0,0,0,1,8,0
00-0015523,Duce Staley,RB,2000,1,REG,2000_01_PHI_DAL,PHI,DAL,0,0,0,0,0,0,0,26,201,1
00-0015698,James Stewart,RB,2000,1,REG,2000_01_DET_NO,DET,NO,0,0,0,0,0,0,0,25,78,0
00-0015700,Kordell Stewart,QB,2000,1,REG,2000_01_BAL_PIT,PIT,BAL,0,1,0,0,0,0,0,1,0,0
00-0016193,Vinny Testaverde,QB,2000,1,REG,2000_01_NYJ_GB,NYJ,GB,23,44,261,1,1,0,0,3,9,0
00-0016321,Rodney Thomas,RB,2000,1,REG,2000_01_TEN_BUF,TEN,BUF,0,0,0,0,0,0,0,1,1,0
00-0016331,Thurman Thomas,RB,2000,1,REG,2000_01_SEA_MIA,MIA,SEA,0,0,0,0,0,0,0,3,9,0
00-0016440,James Thrash,WR,2000,1,REG,2000_01_CAR_WAS,WAS,CAR,0,0,0,0,0,0,0,1,4,0
00-0016838,Alex Van Pelt,QB,2000,1,REG,2000_01_TEN_BUF,BUF,TEN,4,8,67,0,0,0,0,0,0,0
00-0017200,Kurt Warner,QB,2000,1,REG,2000_01_DEN_STL,LA,DEN,25,35,441,3,3,2,-8,3,1,0
00-0017209,Chris Warren,RB,2000,1,REG,2000_01_PHI_DAL,DAL,PHI,0,0,0,0,0,0,0,3,0,0
00-0017322,Ricky Watters,RB,2000,1,REG,2000_01_SEA_MIA,SEA,MIA,0,0,0,0,0,0,0,11,59,0
00-0017486,Tyrone Wheatley,RB,2000,1,REG,2000_01_SD_OAK,LV,LAC,0,0,0,0,0,0,0,13,47,0
00-0017892,Moe Williams,RB,2000,1,REG,2000_01_CHI_MIN,MIN,CHI,0,0,0,0,0,0,0,1,-1,0
00-0017915,Ricky Williams,RB,2000,1,REG,2000_01_DET_NO,NO,DET,0,0,0,0,0,0,0,20,84,0
00-0019100,Brad Hoover,FB,2000,1,REG,2000_01_CAR_WAS,CAR,WAS,0,0,0,0,0,0,0,1,7,0
00-0019471,Frank Moreau,RB,2000,1,REG,2000_01_IND_KC,KC,IND,0,0,0,0,0,0,0,3,15,0
00-0019484,Sammy Morris,RB,2000,1,REG,2000_01_TEN_BUF,BUF,TEN,0,0,0,0,0,0,0,2,11,0
00-0019491,James Williams,WR,2000,1,REG,2000_01_SEA_MIA,SEA,MIA,0,0,0,0,0,0,0,1,-5,0
00-0019641,Thomas Jones,RB,2000,1,REG,2000_01_ARI_NYG,ARI,NYG,0,0,0,0,0,0,0,12,16,0
00-0019643,Ron Dayne,RB,2000,1,REG,2000_01_ARI_NYG,NYG,ARI,0,0,0,0,0,0,0,23,78,1
00-0019647,Shaun Alexander,RB,2000,1,REG,2000_01_SEA_MIA,SEA,MIA,0,0,0,0,0,0,0,2,5,0
00-0019693,Jamal Lewis,RB,2000,1,REG,2000_01_BAL_PIT,BAL,PIT,0,0,0,0,0,0,0,5,16,0
00-0000210,James Allen,RB,2000,2,REG,2000_02_CHI_TB,CHI,TB,0,0,0,0,0,0,0,6,47,0
00-0000251,Mike Alstott,FB,2000,2,REG,2000_02_CHI_TB,TB,CHI,0,0,0,0,0,0,0,15,71,1
00-0000279,Kimble Anders,RB,2000,2,REG,2000_02_KC_TEN,KC,TEN,0,0,0,0,0,0,0,2,1,0
00-0000316,Jamal Anderson,RB,2000,2,REG,2000_02_ATL_DEN,ATL,DEN,0,0,0,0,0,0,0,7,38,0
00-0000339,Richie Anderson,FB,2000,2,REG,2000_02_NE_NYJ,NYJ,NE,0,0,0,0,0,0,0,2,10,0
00-0000722,Tony Banks,QB,2000,2,REG,2000_02_JAX_BAL,BAL,JAX,23,40,262,5,2,3,-20,2,5,0
00-0000745,Tiki Barber,RB,2000,2,REG,2000_02_NYG_PHI,NYG,PHI,0,0,0,0,0,0,0,11,96,1
00-0000865,Charlie Batch,QB,2000,2,REG,2000_02_WAS_DET,DET,WAS,16,31,194,0,2,2,-12,2,-3,0
00-0000942,Fred Beasley,FB,2000,2,REG,2000_02_CAR_SF,SF,CAR,0,0,0,0,0,0,0,4,2,1
00-0001098,Brandon Bennett,RB,2000,2,REG,2000_02_CLE_CIN,CIN,CLE,0,0,0,0,0,0,0,2,5,0
00-0001218,Steve Beuerlein,QB,2000,2,REG,2000_02_CAR_SF,CAR,SF,24,32,364,3,1,0,0,1,-1,0
00-0001224,Tim Biakabutuka,RB,2000,2,REG,2000_02_CAR_SF,CAR,SF,0,0,0,0,0,0,0,22,75,1
00-0001272,Michael Bishop,QB,2000,2,REG,2000_02_NE_NYJ,NE,NYJ,0,0,0,0,0,0,0,1,2,0
00-0001335,Jeff Blake,QB,2000,2,REG,2000_02_NO_SD,NO,LAC,33,46,259,3,2,0,0,6,13,0
00-0001361,Drew Bledsoe,QB,2000,2,REG,2000_02_NE_NYJ,NE,NYJ,25,43,229,1,0,6,-36,3,10,0
00-0002110,Mark Brunell,QB,2000,2,REG,2000_02_JAX_BAL,JAX,BAL,28,50,386,3,2,4,-11,2,3,0
00-0002159,Shawn Bryson,RB,2000,2,REG,2000_02_GB_BUF,BUF,GB,0,0,0,0,0,0,0,12,31,0
00-0002459,Kenny Bynum,RB,2000,2,REG,2000_02_NO_SD,LAC,NO,0,0,0,0,0,0,0,3,9,0
00-0002713,Tony Carter,RB,2000,2,REG,2000_02_NE_NYJ,NE,NYJ,0,0,0,0,0,0,0,2,7,0
00-0002873,Robert Chancey,RB,2000,2,REG,2000_02_NO_SD,LAC,NO,0,1,0,0,0,0,0,15,59,1
00-0002876,Chris Chandler,QB,2000,2,REG,2000_02_ATL_DEN,ATL,DEN,9,22,128,1,0,4,-23,1,0,0
00-0003136,Mike Cloud,RB,2000,2,REG,2000_02_KC_TEN,KC,TEN,0,0,0,0,0,0,0,7,10,0
00-0003292,Kerry Collins,QB,2000,2,REG,2000_02_NYG_PHI,NYG,PHI,21,29,220,2,0,1,0,5,2,0
00-0003344,Greg Comella,RB,2000,2,REG,2000_02_NYG_PHI,NYG,PHI,0,0,0,0,0,0,0,2,19,0
00-0003396,Curtis Conway,WR,2000,2,REG,2000_02_NO_SD,LAC,NO,0,0,0,0,0,0,0,1,9,0
00-0003535,Tim Couch,QB,2000,2,REG,2000_02_CLE_CIN,CLE,CIN,19,31,259,2,1,1,-10,4,7,0
00-0003739,Daunte Culpepper,QB,2000,2,REG,2000_02_MIA_MIN,MIN,MIA,23,37,355,1,3,3,-12,8,37,0
00-0003761,Randall Cunningham,QB,2000,2,REG,2000_02_DAL_ARI,DAL,ARI,24,34,243,3,0,1,-3,5,34,0
00-0004052,Stephen Davis,RB,2000,2,REG,2000_02_WAS_DET,WAS,DET,0,0,0,0,0,0,0,17,59,0
00-0004304,Corey Dillon,RB,2000,2,REG,2000_02_CLE_CIN,CIN,CLE,0,0,0,0,0,0,0,12,41,0
00-0004640,Warrick Dunn,RB,2000,2,REG,2000_02_CHI_TB,TB,CHI,0,0,0,0,0,0,0,14,53,0
00-0004673,Tim Dwight,WR,2000,2,REG,2000_02_ATL_DEN,ATL,DEN,0,0,0,0,0,0,0,2,5,0
00-0004888,Bert Emanuel,WR,2000,2,REG,2000_02_MIA_MIN,MIA,MIN,0,0,0,0,0,0,0,1,0,0
00-0004916,Curtis Enis,RB,2000,2,REG,2000_02_CHI_TB,CHI,TB,0,0,0,0,0,0,0,11,20,0
00-0005091,Kevin Faulk,RB,2000,2,REG,2000_02_NE_NYJ,NE,NYJ,0,0,0,0,0,0,0,21,82,0
00-0005092,Marshall Faulk,RB,2000,2,REG,2000_02_STL_SEA,LA,SEA,0,0,0,0,0,0,0,15,68,1
00-0005106,Brett Favre,QB,2000,2,REG,2000_02_GB_BUF,GB,BUF,25,35,269,2,0,4,-35,3,-2,0
00-0005180,Jay Fiedler,QB,2000,2,REG,2000_02_MIA_MIN,MIA,MIN,12,31,175,1,1,3,-15,4,22,0
00-0005348,Chris Floyd,FB,2000,2,REG,2000_02_NE_NYJ,NE,NYJ,0,0,0,0,0,0,0,1,-1,0
00-0005361,William Floyd,FB,2000,2,REG,2000_02_CAR_SF,CAR,SF,0,0,0,0,0,0,0,2,2,1
00-0005562,Antonio Freeman,WR,2000,2,REG,2000_02_GB_BUF,GB,BUF,0,0,0,0,0,0,0,1,2,0
00-0005741,Rich Gannon,QB,2000,2,REG,2000_02_OAK_IND,LV,IND,15,22,207,0,0,0,0,10,37,3
00-0005755,Jeff Garcia,QB,2000,2,REG,2000_02_CAR_SF,SF,CAR,12,20,181,0,1,0,0,3,14,0
00-0005779,Charlie Garner,RB,2000,2,REG,2000_02_CAR_SF,SF,CAR,0,0,0,0,0,0,0,11,73,0
00-0005883,Eddie George,RB,2000,2,REG,2000_02_KC_TEN,TEN,KC,0,0,0,0,0,0,0,21,80,0
00-0006043,Terry Glenn,WR,2000,2,REG,2000_02_NE_NYJ,NE,NYJ,0,0,0,0,0,0,0,1,-2,0
00-0006300,Elvis Grbac,QB,2000,2,REG,2000_02_KC_TEN,KC,TEN,13,21,144,1,0,3,-17,3,19,0
00-0006305,Ahman Green,RB,2000,2,REG,2000_02_GB_BUF,GB,BUF,0,0,0,0,0,0,0,11,46,0
00-0006423,Brian Griese,QB,2000,2,REG,2000_02_ATL_DEN,DEN,ATL,20,33,268,3,0,2,-13,1,0,0
00-0007357,Chris Hetherington,FB,2000,2,REG,2000_02_CAR_SF,CAR,SF,0,0,0,0,0,0,0,2,5,0
00-0007579,Robert Holcombe,FB,2000,2,REG,2000_02_STL_SEA,LA,SEA,0,0,0,0,0,0,0,4,17,1
00-0007661,Priest Holmes,RB,2000,2,REG,2000_02_JAX_BAL,BAL,JAX,0,0,0,0,0,0,0,10,54,0
00-0007795,Chris Howard,RB,2000,2,REG,2000_02_JAX_BAL,JAX,BAL,0,0,0,0,0,0,0,8,7,0
00-0008046,Sedrick Irvin,RB,2000,2,REG,2000_02_WAS_DET,DET,WAS,0,0,0,0,0,0,0,1,0,0
00-0008060,Raghib Ismail,WR,2000,2,REG,2000_02_DAL_ARI,DAL,ARI,0,0,0,0,0,0,0,1,-3,0
00-0008196,Terry Jackson,RB,2000,2,REG,2000_02_CAR_SF,SF,CAR,0,0,0,0,0,0,0,1,1,1
00-0008241,Edgerrin James,RB,2000,2,REG,2000_02_OAK_IND,IND,LV,0,0,0,0,0,0,0,18,91,1
00-0008442,Brad Johnson,QB,2000,2,REG,2000_02_WAS_DET,WAS,DET,23,35,245,1,4,1,-16,5,44,0
00-0008612,Rob Johnson,QB,2000,2,REG,2000_02_GB_BUF,BUF,GB,18,26,259,3,1,5,-39,7,31,0
00-0009038,Napoleon Kaufman,RB,2000,2,REG,2000_02_OAK_IND,LV,IND,0,0,0,0,0,0,0,8,66,0
00-0009266,Shaun King,QB,2000,2,REG,2000_02_CHI_TB,TB,CHI,10,21,167,2,0,2,-15,2,6,1
00-0009311,Jon Kitna,QB,2000,2,REG,2000_02_STL_SEA,SEA,LA,20,31,245,1,2,3,-8,3,24,0
00-0009323,Jimmy Kleinsasser,TE,2000,2,REG,2000_02_MIA_MIN,MIN,MIA,0,0,0,0,0,0,0,1,7,0
00-0009715,Ryan Leaf,QB,2000,2,REG,2000_02_NO_SD,LAC,NO,12,24,134,1,2,5,-21,1,-5,0
00-0009868,Jeff Lewis,QB,2000,2,REG,2000_02_CAR_SF,CAR,SF,0,0,0,0,0,2,-12,4,11,0
00-0009869,Jermaine Lewis,WR,2000,2,REG,2000_02_JAX_BAL,BAL,JAX,0,0,0,0,0,0,0,1,23,0
00-0010240,Stacey Mack,RB,2000,2,REG,2000_02_JAX_BAL,JAX,BAL,0,0,0,0,0,0,0,11,36,0
00-0010346,Peyton Manning,QB,2000,2,REG,2000_02_OAK_IND,IND,LV,33,48,367,3,2,2,-16,2,20,0
00-0010442,Curtis Martin,RB,2000,2,REG,2000_02_NE_NYJ,NYJ,NE,0,0,0,0,0,0,0,11,47,0
00-0011022,Donovan McNabb,QB,2000,2,REG,2000_02_NYG_PHI,PHI,NYG,19,33,214,1,0,3,-33,5,45,1
00-0011024,Steve McNair,QB,2000,2,REG,2000_02_KC_TEN,TEN,KC,11,18,93,0,2,2,-5,7,42,0
00-0011044,Cade McNown,QB,2000,2,REG,2000_02_CHI_TB,CHI,TB,15,29,96,0,2,5,-47,5,49,0
00-0011378,Rick Mirer,QB,2000,2,REG,2000_02_CAR_SF,SF,CAR,10,20,126,1,0,1,-6,3,0,0
00-0011640,Moses Moreno,QB,2000,2,REG,2000_02_NO_SD,LAC,NO,1,1,3,0,0,0,0,0,0,0
00-0011754,Randy Moss,WR,2000,2,REG,2000_02_MIA_MIN,MIN,MIA,0,0,0,0,0,0,0,1,9,0
00-0011770,Eric Moulds,WR,2000,2,REG,2000_02_GB_BUF,BUF,GB,0,0,0,0,0,0,0,1,4,0
00-0011869,Adrian Murrell,RB,2000,2,REG,2000_02_WAS_DET,WAS,DET,0,0,0,0,0,0,0,1,1,0
00-0012261,Neil O'Donnell,QB,2000,2,REG,2000_02_KC_TEN,TEN,KC,11,16,132,1,0,2,-18,1,-1,0
00-0013013,Michael Pittman,RB,2000,2,REG,2000_02_DAL_ARI,ARI,DAL,0,0,0,0,0,0,0,9,28,1
00-0013042,Jake Plummer,QB,2000,2,REG,2000_02_DAL_ARI,ARI,DAL,18,24,243,2,0,2,-19,1,0,0
00-0013108,Daniel Pope,P,2000,2,REG,2000_02_CLE_CIN,CIN,CLE,0,0,0,0,0,0,0,1,22,0
00-0013622,Errict Rhett,RB,2000,2,REG,2000_02_CLE_CIN,CLE,CIN,0,0,0,0,0,0,0,20,53,0
00-0013694,Tony Richardson,FB,2000,2,REG,2000_02_KC_TEN,KC,TEN,0,0,0,0,0,0,0,14,28,0
00-0013785,Ron Rivers,RB,2000,2,REG,2000_02_ATL_DEN,ATL,DEN,0,0,0,0,0,0,0,3,4,0
00-0015082,Akili Smith,QB,2000,2,REG,2000_02_CLE_CIN,CIN,CLE,15,43,250,1,2,7,-43,2,26,0
00-0015091,Antowain Smith,RB,2000,2,REG,2000_02_GB_BUF,BUF,GB,0,0,0,0,0,0,0,12,17,0
00-0015165,Emmitt Smith,RB,2000,2,REG,2000_02_DAL_ARI,DAL,ARI,0,0,0,0,0,0,0,16,59,0
