player_id,player_display_name,position,season,week,season_type,game_id,team,opponent_team,completions,attempts,passing_yards,passing_tds,passing_interceptions,sacks_suffered,sack_yards_lost,carries,rushing_yards,rushing_tds
00-0015242,Lamar Smith,RB,2000,2,REG,2000_02_MIA_MIN,MIA,MIN,0,0,0,0,0,0,0,11,27,0
00-0015286,Robert Smith,RB,2000,2,REG,2000_02_MIA_MIN,MIN,MIA,0,0,0,0,0,0,0,18,72,0
00-0015523,Duce Staley,RB,2000,2,REG,2000_02_NYG_PHI,PHI,NYG,0,0,0,0,0,0,0,7,11,0
00-0015601,Aaron Stecker,RB,2000,2,REG,2000_02_CHI_TB,TB,CHI,0,0,0,0,0,0,0,5,26,0
00-0015698,James Stewart,RB,2000,2,REG,2000_02_WAS_DET,DET,WAS,0,0,0,0,0,0,0,21,65,0
00-0015830,Mack Strong,FB,2000,2,REG,2000_02_STL_SEA,SEA,LA,0,0,0,0,0,0,0,1,1,0
00-0016193,Vinny Testaverde,QB,2000,2,REG,2000_02_NE_NYJ,NYJ,NE,16,37,281,3,1,2,-10,3,0,0
00-0017200,Kurt Warner,QB,2000,2,REG,2000_02_STL_SEA,LA,SEA,35,47,386,1,1,1,-7,2,11,0
00-0017322,Ricky Watters,RB,2000,2,REG,2000_02_STL_SEA,SEA,LA,0,0,0,0,0,0,0,16,59,2
00-0017486,Tyrone Wheatley,RB,2000,2,REG,2000_02_OAK_IND,LV,IND,0,0,0,0,0,0,0,20,49,2
00-0017896,Nicolas Luchey,RB,2000,2,REG,2000_02_CLE_CIN,CIN,CLE,0,0,0,0,0,0,0,1,9,0
00-0017915,Ricky Williams,RB,2000,2,REG,2000_02_NO_SD,NO,LAC,0,0,0,0,0,0,0,24,50,0
00-0018343,Frank Wycheck,TE,2000,2,REG,2000_02_KC_TEN,TEN,KC,1,1,30,1,0,0,0,0,0,0
00-0018483,Eric Zeier,QB,2000,2,REG,2000_02_CHI_TB,TB,CHI,3,3,19,0,0,0,0,0,0,0
00-0019028,Herbert Goodman,RB,2000,2,REG,2000_02_GB_BUF,GB,BUF,0,0,0,0,0,0,0,1,-6,0
00-0019087,Doug Johnson,QB,2000,2,REG,2000_02_ATL_DEN,ATL,DEN,3,7,43,0,0,2,-9,0,0,0
00-0019100,Brad Hoover,FB,2000,2,REG,2000_02_CAR_SF,CAR,SF,0,0,0,0,0,0,0,3,6,0
00-0019382,KaRon Coleman,RB,2000,2,REG,2000_02_ATL_DEN,DEN,ATL,0,0,0,0,0,0,0,7,21,0
00-0019455,Peter Warrick,WR,2000,2,REG,2000_02_CLE_CIN,CIN,CLE,0,0,0,0,0,0,0,1,8,0
00-0019471,Frank Moreau,RB,2000,2,REG,2000_02_KC_TEN,KC,TEN,0,0,0,0,0,0,0,7,4,0
00-0019481,Windrell Hayes,WR,2000,2,REG,2000_02_NE_NYJ,NYJ,NE,0,0,0,0,0,0,0,1,2,0
00-0019484,Sammy Morris,RB,2000,2,REG,2000_02_GB_BUF,BUF,GB,0,0,0,0,0,0,0,2,6,0
00-0019590,Chad Morton,RB,2000,2,REG,2000_02_NO_SD,NO,LAC,0,0,0,0,0,0,0,1,1,0
00-0019594,Mike Anderson,RB,2000,2,REG,2000_02_ATL_DEN,DEN,ATL,0,0,0,0,0,0,0,31,131,2
00-0019609,Travis Prentice,RB,2000,2,REG,2000_02_CLE_CIN,CLE,CIN,0,0,0,0,0,0,0,8,46,1
00-0019641,Thomas Jones,RB,2000,2,REG,2000_02_DAL_ARI,ARI,DAL,0,0,0,0,0,0,0,23,70,0
00-0019643,Ron Dayne,RB,2000,2,REG,2000_02_NYG_PHI,NYG,PHI,0,0,0,0,0,0,0,21,50,0
00-0019647,Shaun Alexander,RB,2000,2,REG,2000_02_STL_SEA,SEA,LA,0,0,0,0,0,0,0,3,18,0
00-0019649,Trung Canidate,RB,2000,2,REG,2000_02_STL_SEA,LA,SEA,0,0,0,0,0,0,0,1,1,0
00-0019650,Dennis Northcutt,WR,2000,2,REG,2000_02_CLE_CIN,CLE,CIN,0,0,0,0,0,0,0,1,-1,0
00-0019663,Darrell Jackson,WR,2000,2,REG,2000_02_STL_SEA,SEA,LA,0,0,0,0,0,0,0,1,-1,0
00-0019693,Jamal Lewis,RB,2000,2,REG,2000_02_JAX_BAL,BAL,JAX,0,0,0,0,0,0,0,5,7,0
00-0019722,J.R. Redmond,RB,2000,2,REG,2000_02_NE_NYJ,NE,NYJ,0,0,0,0,0,0,0,5,2,0
00-0000210,James Allen,RB,2000,3,REG,2000_03_NYG_CHI,CHI,NYG,0,0,0,0,0,0,0,10,31,0
00-0000251,Mike Alstott,FB,2000,3,REG,2000_03_TB_DET,TB,DET,0,0,0,0,0,0,0,21,68,1
00-0000316,Jamal Anderson,RB,2000,3,REG,2000_03_ATL_CAR,ATL,CAR,0,0,0,0,0,0,0,22,97,1
00-0000339,Richie Anderson,FB,2000,3,REG,2000_03_BUF_NYJ,NYJ,BUF,0,0,0,0,0,0,0,3,3,0
00-0000552,Obafemi Ayanbadejo,RB,2000,3,REG,2000_03_BAL_MIA,BAL,MIA,0,0,0,0,0,0,0,1,6,0
00-0000722,Tony Banks,QB,2000,3,REG,2000_03_BAL_MIA,BAL,MIA,19,31,189,0,1,6,-45,2,11,0
00-0000745,Tiki Barber,RB,2000,3,REG,2000_03_NYG_CHI,NYG,CHI,0,0,0,0,0,0,0,17,86,1
00-0000865,Charlie Batch,QB,2000,3,REG,2000_03_TB_DET,DET,TB,26,36,277,1,2,7,-51,2,4,0
00-0000942,Fred Beasley,FB,2000,3,REG,2000_03_SF_STL,SF,LA,0,0,0,0,0,0,0,3,10,0
00-0001215,Jerome Bettis,RB,2000,3,REG,2000_03_PIT_CLE,PIT,CLE,0,1,0,0,1,0,0,24,133,1
00-0001218,Steve Beuerlein,QB,2000,3,REG,2000_03_ATL_CAR,CAR,ATL,21,37,241,1,2,4,-16,4,14,0
00-0001224,Tim Biakabutuka,RB,2000,3,REG,2000_03_ATL_CAR,CAR,ATL,0,0,0,0,0,0,0,12,45,0
00-0001335,Jeff Blake,QB,2000,3,REG,2000_03_NO_SEA,NO,SEA,14,24,159,1,0,2,-12,2,10,0
00-0001361,Drew Bledsoe,QB,2000,3,REG,2000_03_MIN_NE,NE,MIN,21,35,190,1,1,3,-26,3,21,0
00-0002110,Mark Brunell,QB,2000,3,REG,2000_03_CIN_JAX,JAX,CIN,20,32,176,1,1,4,-19,5,25,0
00-0002159,Shawn Bryson,RB,2000,3,REG,2000_03_BUF_NYJ,BUF,NYJ,0,0,0,0,0,0,0,12,40,0
00-0002713,Tony Carter,RB,2000,3,REG,2000_03_MIN_NE,NE,MIN,0,0,0,0,0,0,0,1,1,0
00-0002846,Larry Centers,FB,2000,3,REG,2000_03_DAL_WAS,WAS,DAL,0,0,0,0,0,0,0,1,11,0
00-0002876,Chris Chandler,QB,2000,3,REG,2000_03_ATL_CAR,ATL,CAR,21,27,174,0,0,2,-20,6,4,0
00-0002970,Bob Christian,FB,2000,3,REG,2000_03_ATL_CAR,ATL,CAR,0,0,0,0,0,0,0,2,7,0
00-0003292,Kerry Collins,QB,2000,3,REG,2000_03_NYG_CHI,NYG,CHI,24,33,251,1,0,2,-14,3,1,0
00-0003344,Greg Comella,RB,2000,3,REG,2000_03_NYG_CHI,NYG,CHI,0,0,0,0,0,0,0,1,4,0
00-0003535,Tim Couch,QB,2000,3,REG,2000_03_PIT_CLE,CLE,PIT,23,31,316,2,0,0,0,1,3,0
00-0003739,Daunte Culpepper,QB,2000,3,REG,2000_03_MIN_NE,MIN,NE,19,28,177,2,1,4,-16,12,59,0
00-0003761,Randall Cunningham,QB,2000,3,REG,2000_03_DAL_WAS,DAL,WAS,10,23,185,2,1,1,-6,3,32,0
00-0004052,Stephen Davis,RB,2000,3,REG,2000_03_DAL_WAS,WAS,DAL,0,0,0,0,0,0,0,25,91,2
00-0004304,Corey Dillon,RB,2000,3,REG,2000_03_CIN_JAX,CIN,JAX,0,0,0,0,0,0,0,17,32,0
00-0004595,Chad Dukes,RB,2000,3,REG,2000_03_CIN_JAX,JAX,CIN,0,0,0,0,0,0,0,2,2,0
00-0004640,Warrick Dunn,RB,2000,3,REG,2000_03_TB_DET,TB,DET,0,0,0,0,0,0,0,10,34,1
00-0004916,Curtis Enis,RB,2000,3,REG,2000_03_NYG_CHI,CHI,NYG,0,0,0,0,0,0,0,5,13,0
00-0005091,Kevin Faulk,RB,2000,3,REG,2000_03_MIN_NE,NE,MIN,0,0,0,0,0,0,0,13,80,1
00-0005092,Marshall Faulk,RB,2000,3,REG,2000_03_SF_STL,LA,SF,0,0,0,0,0,0,0,25,134,3
00-0005106,Brett Favre,QB,2000,3,REG,2000_03_PHI_GB,GB,PHI,18,33,189,0,3,5,-32,2,2,0
00-0005180,Jay Fiedler,QB,2000,3,REG,2000_03_BAL_MIA,MIA,BAL,11,16,160,1,1,1,-8,4,8,0
00-0005620,Chris Fuamatu-Ma'afala,RB,2000,3,REG,2000_03_PIT_CLE,PIT,CLE,0,0,0,0,0,0,0,2,22,0
00-0005741,Rich Gannon,QB,2000,3,REG,2000_03_DEN_OAK,LV,DEN,13,21,159,2,2,4,-19,2,10,0
00-0005755,Jeff Garcia,QB,2000,3,REG,2000_03_SF_STL,SF,LA,21,34,290,3,2,0,0,2,12,0
00-0005779,Charlie Garner,RB,2000,3,REG,2000_03_SF_STL,SF,LA,0,0,0,0,0,0,0,15,87,0
00-0006212,Kent Graham,QB,2000,3,REG,2000_03_PIT_CLE,PIT,CLE,13,27,172,0,0,3,-15,1,7,0
00-0006305,Ahman Green,RB,2000,3,REG,2000_03_PHI_GB,GB,PHI,0,0,0,0,0,0,0,3,3,0
00-0006423,Brian Griese,QB,2000,3,REG,2000_03_DEN_OAK,DEN,LV,21,31,213,2,0,1,-6,6,-7,0
00-0006456,Howard Griffith,RB,2000,3,REG,2000_03_DEN_OAK,DEN,LV,0,0,0,0,0,0,0,1,0,0
00-0006482,Clif Groce,FB,2000,3,REG,2000_03_CIN_JAX,CIN,JAX,0,0,0,0,0,0,0,1,5,0
00-0006627,Az-Zahir Hakim,WR,2000,3,REG,2000_03_SF_STL,LA,SF,0,0,0,0,0,0,0,1,4,0
00-0007579,Robert Holcombe,FB,2000,3,REG,2000_03_SF_STL,LA,SF,0,0,0,0,0,0,0,1,3,0
00-0007661,Priest Holmes,RB,2000,3,REG,2000_03_BAL_MIA,BAL,MIA,0,0,0,0,0,0,0,6,25,0
00-0007969,Richard Huntley,RB,2000,3,REG,2000_03_PIT_CLE,PIT,CLE,0,0,0,0,0,0,0,3,6,1
00-0008060,Raghib Ismail,WR,2000,3,REG,2000_03_DAL_WAS,DAL,WAS,0,0,0,0,0,0,0,2,30,0
00-0008196,Terry Jackson,RB,2000,3,REG,2000_03_SF_STL,SF,LA,0,0,0,0,0,0,0,1,2,0
00-0008442,Brad Johnson,QB,2000,3,REG,2000_03_DAL_WAS,WAS,DAL,30,48,241,1,1,3,-17,2,2,0
00-0008529,J.J. Johnson,RB,2000,3,REG,2000_03_BAL_MIA,MIA,BAL,0,0,0,0,0,0,0,5,10,0
00-0008612,Rob Johnson,QB,2000,3,REG,2000_03_BUF_NYJ,BUF,NYJ,21,36,291,2,1,2,-17,3,18,0
00-0009038,Napoleon Kaufman,RB,2000,3,REG,2000_03_DEN_OAK,LV,DEN,0,0,0,0,0,0,0,5,86,0
00-0009266,Shaun King,QB,2000,3,REG,2000_03_TB_DET,TB,DET,18,30,211,1,0,0,0,4,17,1
00-0009311,Jon Kitna,QB,2000,3,REG,2000_03_NO_SEA,SEA,NO,22,29,193,1,1,4,-24,4,2,0
00-0009323,Jimmy Kleinsasser,TE,2000,3,REG,2000_03_MIN_NE,MIN,NE,0,0,0,0,0,0,0,2,4,0
00-0009829,Dorsey Levens,RB,2000,3,REG,2000_03_PHI_GB,GB,PHI,0,0,0,0,0,0,0,24,74,0
00-0010137,Ray Lucas,QB,2000,3,REG,2000_03_BUF_NYJ,NYJ,BUF,0,0,0,0,0,0,0,1,-5,0
00-0010240,Stacey Mack,RB,2000,3,REG,2000_03_CIN_JAX,JAX,CIN,0,0,0,0,0,0,0,20,35,0
00-0010442,Curtis Martin,RB,2000,3,REG,2000_03_BUF_NYJ,NYJ,BUF,0,0,0,0,0,0,0,29,84,1
00-0011022,Donovan McNabb,QB,2000,3,REG,2000_03_PHI_GB,PHI,GB,15,31,118,0,1,5,-32,3,20,0
00-0011044,Cade McNown,QB,2000,3,REG,2000_03_NYG_CHI,CHI,NYG,23,36,202,1,0,3,-22,2,4,0
00-0011399,Brian Mitchell,RB,2000,3,REG,2000_03_PHI_GB,PHI,GB,0,0,0,0,0,0,0,2,5,0
00-0011869,Adrian Murrell,RB,2000,3,REG,2000_03_DAL_WAS,WAS,DAL,0,0,0,0,0,0,0,1,3,0
00-0013622,Errict Rhett,RB,2000,3,REG,2000_03_PIT_CLE,CLE,PIT,0,0,0,0,0,0,0,18,55,0
00-0014775,Daimon Shelton,FB,2000,3,REG,2000_03_CIN_JAX,JAX,CIN,0,0,0,0,0,0,0,1,2,0
00-0015082,Akili Smith,QB,2000,3,REG,2000_03_CIN_JAX,CIN,JAX,18,41,183,0,2,5,-21,5,34,0
00-0015091,Antowain Smith,RB,2000,3,REG,2000_03_BUF_NYJ,BUF,NYJ,0,0,0,0,0,0,0,5,13,0
00-0015165,Emmitt Smith,RB,2000,3,REG,2000_03_DAL_WAS,DAL,WAS,0,0,0,0,0,0,0,24,83,1
00-0015242,Lamar Smith,RB,2000,3,REG,2000_03_BAL_MIA,MIA,BAL,0,0,0,0,0,0,0,22,63,1
00-0015286,Robert Smith,RB,2000,3,REG,2000_03_MIN_NE,MIN,NE,0,0,0,0,0,0,0,29,91,1
00-0015523,Duce Staley,RB,2000,3,REG,2000_03_PHI_GB,PHI,GB,0,0,0,0,0,0,0,17,60,0
00-0015601,Aaron Stecker,RB,2000,3,REG,2000_03_TB_DET,TB,DET,0,0,0,0,0,0,0,3,2,0
00-0015698,James Stewart,RB,2000,3,REG,2000_03_TB_DET,DET,TB,0,0,0,0,0,0,0,8,13,0
00-0015700,Kordell Stewart,QB,2000,3,REG,2000_03_PIT_CLE,PIT,CLE,1,1,9,0,0,0,0,0,0,0
00-0016193,Vinny Testaverde,QB,2000,3,REG,2000_03_BUF_NYJ,NYJ,BUF,16,32,188,1,1,0,0,1,-1,0
00-0016331,Thurman Thomas,RB,2000,3,REG,2000_03_BAL_MIA,MIA,BAL,0,0,0,0,0,0,0,3,25,0
00-0017127,Ken Walter,P,2000,3,REG,2000_03_ATL_CAR,CAR,ATL,0,1,0,0,0,0,0,0,0,0
00-0017160,Dedric Ward,WR,2000,3,REG,2000_03_BUF_NYJ,NYJ,BUF,0,0,0,0,0,0,0,2,10,0
00-0017200,Kurt Warner,QB,2000,3,REG,2000_03_SF_STL,LA,SF,23,34,394,2,2,1,-5,1,-1,0
00-0017209,Chris Warren,RB,2000,3,REG,2000_03_DAL_WAS,DAL,WAS,0,0,0,0,0,0,0,2,8,0
00-0017322,Ricky Watters,RB,2000,3,REG,2000_03_NO_SEA,SEA,NO,0,0,0,0,0,0,0,22,105,1
00-0017486,Tyrone Wheatley,RB,2000,3,REG,2000_03_DEN_OAK,LV,DEN,0,0,0,0,0,0,0,12,27,0
00-0017915,Ricky Williams,RB,2000,3,REG,2000_03_NO_SEA,NO,SEA,0,0,0,0,0,0,0,23,107,0
00-0018141,Jon Witman,FB,2000,3,REG,2000_03_PIT_CLE,PIT,CLE,0,0,0,0,0,0,0,1,2,0
00-0018483,Eric Zeier,QB,2000,3,REG,2000_03_TB_DET,TB,DET,0,0,0,0,0,0,0,1,-1,0
00-0019484,Sammy Morris,RB,2000,3,REG,2000_03_BUF_NYJ,BUF,NYJ,0,0,0,0,0,0,0,3,9,0
00-0019533,Patrick Pass,RB,2000,3,REG,2000_03_MIN_NE,NE,MIN,0,0,0,0,0,0,0,1,1,0
00-0019590,Chad Morton,RB,2000,3,REG,2000_03_NO_SEA,NO,SEA,0,0,0,0,0,0,0,1,-1,0
00-0019594,Mike Anderson,RB,2000,3,REG,2000_03_DEN_OAK,DEN,LV,0,0,0,0,0,0,0,32,187,0
00-0019604,R.Jay Soward,WR,2000,3,REG,2000_03_CIN_JAX,JAX,CIN,0,0,0,0,0,0,0,1,20,0
00-0019609,Travis Prentice,RB,2000,3,REG,2000_03_PIT_CLE,CLE,PIT,0,0,0,0,0,0,0,4,3,0
00-0019643,Ron Dayne,RB,2000,3,REG,2000_03_NYG_CHI,NYG,CHI,0,0,0,0,0,0,0,19,69,0
00-0019647,Shaun Alexander,RB,2000,3,REG,2000_03_NO_SEA,SEA,NO,0,0,0,0,0,0,0,5,19,0
00-0019662,Ron Dixon,WR,2000,3,REG,2000_03_NYG_CHI,NYG,CHI,0,0,0,0,0,0,0,1,12,0
00-0019693,Jamal Lewis,RB,2000,3,REG,2000_03_BAL_MIA,BAL,MIA,0,0,0,0,0,0,0,9,76,0
00-0000104,Troy Aikman,QB,2000,4,REG,2000_04_SF_DAL,DAL,SF,15,26,197,1,1,1,-7,0,0,0
00-0000210,James Allen,RB,2000,4,REG,2000_04_DET_CHI,CHI,DET,0,0,0,0,0,0,0,19,87,0
00-0000251,Mike Alstott,FB,2000,4,REG,2000_04_NYJ_TB,TB,NYJ,0,0,0,0,0,0,0,16,60,0
00-0000316,Jamal Anderson,RB,2000,4,REG,2000_04_STL_ATL,ATL,LA,0,0,0,0,0,0,0,15,41,1
00-0000552,Obafemi Ayanbadejo,RB,2000,4,REG,2000_04_CIN_BAL,BAL,CIN,0,0,0,0,0,0,0,4,9,1
00-0000722,Tony Banks,QB,2000,4,REG,2000_04_CIN_BAL,BAL,CIN,20,36,196,2,0,0,0,0,0,0
00-0000745,Tiki Barber,RB,2000,4,REG,2000_04_WAS_NYG,NYG,WAS,0,0,0,0,0,0,0,16,65,0
00-0000781,Marlon Barnes,RB,2000,4,REG,2000_04_DET_CHI,CHI,DET,0,0,0,0,0,0,0,1,3,0
00-0000865,Charlie Batch,QB,2000,4,REG,2000_04_DET_CHI,DET,CHI,20,37,207,2,1,3,-13,4,2,0
00-0000871,Mario Bates,RB,2000,4,REG,2000_04_DET_CHI,DET,CHI,0,0,0,0,0,0,0,2,7,0
00-0000942,Fred Beasley,FB,2000,4,REG,2000_04_SF_DAL,SF,DAL,0,0,0,0,0,0,0,4,11,0
00-0001098,Brandon Bennett,RB,2000,4,REG,2000_04_CIN_BAL,CIN,BAL,0,0,0,0,0,0,0,2,-7,0
00-0001215,Jerome Bettis,RB,2000,4,REG,2000_04_TEN_PIT,PIT,TEN,0,0,0,0,0,0,0,19,77,1
00-0001335,Jeff Blake,QB,2000,4,REG,2000_04_PHI_NO,NO,PHI,18,38,163,0,2,5,-22,4,38,1
00-0001361,Drew Bledsoe,QB,2000,4,REG,2000_04_NE_MIA,NE,MIA,16,33,161,0,1,2,-7,2,5,0
00-0002068,Troy Brown,WR,2000,4,REG,2000_04_NE_MIA,NE,MIA,0,0,0,0,0,0,0,1,-5,0
00-0002110,Mark Brunell,QB,2000,4,REG,2000_04_JAX_IND,JAX,IND,21,36,229,2,2,5,-40,6,35,0
00-0002713,Tony Carter,RB,2000,4,REG,2000_04_NE_MIA,NE,MIA,0,0,0,0,0,0,0,2,8,0
00-0002876,Chris Chandler,QB,2000,4,REG,2000_04_STL_ATL,ATL,LA,21,35,255,1,2,7,-39,0,0,0
00-0002970,Bob Christian,FB,2000,4,REG,2000_04_STL_ATL,ATL,LA,0,0,0,0,0,0,0,1,4,0
00-0003136,Mike Cloud,RB,2000,4,REG,2000_04_KC_DEN,KC,DEN,0,0,0,0,0,0,0,4,5,0
00-0003140,Dexter Coakley,LB,2000,4,REG,2000_04_SF_DAL,DAL,SF,0,0,0,0,0,0,0,1,26,0
00-0003292,Kerry Collins,QB,2000,4,REG,2000_04_WAS_NYG,NYG,WAS,21,44,210,1,1,4,-42,0,0,0
00-0003535,Tim Couch,QB,2000,4,REG,2000_04_CLE_OAK,CLE,LV,16,29,141,1,2,2,-12,3,3,0
00-0003663,Zack Crockett,RB,2000,4,REG,2000_04_CLE_OAK,LV,CLE,0,0,0,0,0,0,0,1,2,1
00-0004052,Stephen Davis,RB,2000,4,REG,2000_04_WAS_NYG,WAS,NYG,0,0,0,0,0,0,0,30,89,0
00-0004054,Terrell Davis,RB,2000,4,REG,2000_04_KC_DEN,DEN,KC,0,0,0,0,0,0,0,6,41,0
00-0004304,Corey Dillon,RB,2000,4,REG,2000_04_CIN_BAL,CIN,BAL,0,0,0,0,0,0,0,12,9,0
00-0004640,Warrick Dunn,RB,2000,4,REG,2000_04_NYJ_TB,TB,NYJ,0,0,0,0,0,0,0,13,53,0
00-0004888,Bert Emanuel,WR,2000,4,REG,2000_04_NE_MIA,MIA,NE,0,0,0,0,0,0,0,1,-1,0
00-0004916,Curtis Enis,RB,2000,4,REG,2000_04_DET_CHI,CHI,DET,0,0,0,0,0,0,0,1,5,0
00-0005091,Kevin Faulk,RB,2000,4,REG,2000_04_NE_MIA,NE,MIA,0,0,0,0,0,0,0,21,46,0
00-0005092,Marshall Faulk,RB,2000,4,REG,2000_04_STL_ATL,LA,ATL,0,0,0,0,0,0,0,20,78,0
00-0005106,Brett Favre,QB,2000,4,REG,2000_04_GB_ARI,GB,ARI,17,31,277,1,0,1,-9,4,38,0
00-0005110,Jermaine Fazande,RB,2000,4,REG,2000_04_SEA_SD,LAC,SEA,0,0,0,0,0,0,0,11,36,0
00-0005180,Jay Fiedler,QB,2000,4,REG,2000_04_NE_MIA,MIA,NE,12,24,153,1,2,1,-10,8,21,0
00-0005324,Terrell Fletcher,RB,2000,4,REG,2000_04_SEA_SD,LAC,SEA,0,0,0,0,0,0,0,5,40,0
00-0005589,Gus Frerotte,QB,2000,4,REG,2000_04_KC_DEN,DEN,KC,18,31,208,0,1,1,-11,2,19,0
00-0005620,Chris Fuamatu-Ma'afala,RB,2000,4,REG,2000_04_TEN_PIT,PIT,TEN,0,0,0,0,0,0,0,4,21,0
00-0005741,Rich Gannon,QB,2000,4,REG,2000_04_CLE_OAK,LV,CLE,14,23,179,0,0,1,0,1,8,0
00-0005755,Jeff Garcia,QB,2000,4,REG,2000_04_SF_DAL,SF,DAL,16,26,178,4,0,0,0,6,43,0
00-0005779,Charlie Garner,RB,2000,4,REG,2000_04_SF_DAL,SF,DAL,0,0,0,0,0,0,0,36,201,1
00-0005883,Eddie George,RB,2000,4,REG,2000_04_TEN_PIT,TEN,PIT,0,0,0,0,0,0,0,27,74,1
00-0006212,Kent Graham,QB,2000,4,REG,2000_04_TEN_PIT,PIT,TEN,18,33,254,0,0,3,-11,0,0,0
00-0006300,Elvis Grbac,QB,2000,4,REG,2000_04_KC_DEN,KC,DEN,21,33,250,2,2,1,-5,3,1,0
00-0006305,Ahman Green,RB,2000,4,REG,2000_04_GB_ARI,GB,ARI,0,0,0,0,0,0,0,12,93,1
00-0006482,Clif Groce,FB,2000,4,REG,2000_04_CIN_BAL,CIN,BAL,0,0,0,0,0,0,0,1,-1,0
00-0006808,Jim Harbaugh,QB,2000,4,REG,2000_04_SEA_SD,LAC,SEA,8,14,67,0,1,0,0,1,3,0
00-0007091,Matt Hasselbeck,QB,2000,4,REG,2000_04_GB_ARI,GB,ARI,1,1,11,0,0,0,0,1,-1,0
00-0007661,Priest Holmes,RB,2000,4,REG,2000_04_CIN_BAL,BAL,CIN,0,0,0,0,0,0,0,8,51,0
00-0007744,Joe Horn,WR,2000,4,REG,2000_04_PHI_NO,NO,PHI,0,0,0,0,0,0,0,1,5,0
00-0007749,Tony Horne,WR,2000,4,REG,2000_04_STL_ATL,LA,ATL,0,0,0,0,0,0,0,1,-3,0
00-0007832,Bobby Hoying,QB,2000,4,REG,2000_04_CLE_OAK,LV,CLE,0,2,0,0,0,0,0,2,-3,0
00-0008241,Edgerrin James,RB,2000,4,REG,2000_04_JAX_IND,IND,JAX,0,0,0,0,0,0,0,22,89,1
00-0008430,Anthony Johnson,RB,2000,4,REG,2000_04_JAX_IND,JAX,IND,0,0,0,0,0,0,0,2,4,0
00-0008442,Brad Johnson,QB,2000,4,REG,2000_04_WAS_NYG,WAS,NYG,14,20,289,2,0,1,-5,3,-3,0
00-0008921,Randy Jordan,RB,2000,4,REG,2000_04_CLE_OAK,LV,CLE,0,0,0,0,0,0,0,4,6,0
00-0009007,Danny Kanell,QB,2000,4,REG,2000_04_STL_ATL,ATL,LA,1,3,9,0,0,1,-7,0,0,0
00-0009038,Napoleon Kaufman,RB,2000,4,REG,2000_04_CLE_OAK,LV,CLE,0,0,0,0,0,0,0,7,37,0
00-0009266,Shaun King,QB,2000,4,REG,2000_04_NYJ_TB,TB,NYJ,7,19,135,1,2,2,-15,2,8,0
00-0009311,Jon Kitna,QB,2000,4,REG,2000_04_SEA_SD,SEA,LAC,11,21,196,1,0,5,-35,6,22,0
00-0009715,Ryan Leaf,QB,2000,4,REG,2000_04_SEA_SD,LAC,SEA,16,26,153,0,1,2,-8,2,3,0
00-0009829,Dorsey Levens,RB,2000,4,REG,2000_04_GB_ARI,GB,ARI,0,0,0,0,0,0,0,17,42,0
00-0010137,Ray Lucas,QB,2000,4,REG,2000_04_NYJ_TB,NYJ,TB,1,1,5,0,0,1,-6,1,9,0
00-0010346,Peyton Manning,QB,2000,4,REG,2000_04_JAX_IND,IND,JAX,23,36,440,4,0,0,0,6,4,0
00-0010442,Curtis Martin,RB,2000,4,REG,2000_04_NYJ_TB,NYJ,TB,1,1,18,1,0,0,0,18,90,0
00-0010747,Fred McCrary,RB,2000,4,REG,2000_04_SEA_SD,LAC,SEA,0,0,0,0,0,0,0,5,9,0
00-0011022,Donovan McNabb,QB,2000,4,REG,2000_04_PHI_NO,PHI,NO,20,32,222,2,0,3,-21,7,23,0
00-0011024,Steve McNair,QB,2000,4,REG,2000_04_TEN_PIT,TEN,PIT,3,3,55,1,0,0,0,2,8,0
00-0011044,Cade McNown,QB,2000,4,REG,2000_04_DET_CHI,CHI,DET,21,35,261,1,3,1,-7,10,52,1
00-0011434,Scott Mitchell,QB,2000,4,REG,2000_04_CIN_BAL,CIN,BAL,14,23,97,0,2,2,-10,1,3,0
00-0011869,Adrian Murrell,RB,2000,4,REG,2000_04_WAS_NYG,WAS,NYG,0,0,0,0,0,0,0,5,22,0
00-0012261,Neil O'Donnell,QB,2000,4,REG,2000_04_TEN_PIT,TEN,PIT,13,27,237,0,3,1,-5,2,3,0
00-0013013,Michael Pittman,RB,2000,4,REG,2000_04_GB_ARI,ARI,GB,0,0,0,0,0,0,0,3,4,0
00-0013042,Jake Plummer,QB,2000,4,REG,2000_04_GB_ARI,ARI,GB,21,43,189,0,4,1,-8,0,0,0
00-0013622,Errict Rhett,RB,2000,4,REG,2000_04_CLE_OAK,CLE,LV,0,0,0,0,0,0,0,15,85,0
00-0013639,Jerry Rice,WR,2000,4,REG,2000_04_SF_DAL,SF,DAL,0,1,0,0,0,0,0,0,0,0
00-0013694,Tony Richardson,FB,2000,4,REG,2000_04_KC_DEN,KC,DEN,0,0,0,0,0,0,0,14,35,1
00-0013785,Ron Rivers,RB,2000,4,REG,2000_04_STL_ATL,ATL,LA,0,0,0,0,0,0,0,5,23,0
00-0014655,Mike Sellers,TE,2000,4,REG,2000_04_WAS_NYG,WAS,NYG,0,0,0,0,0,0,0,1,2,0
00-0014733,Harold Shaw,FB,2000,4,REG,2000_04_NE_MIA,NE,MIA,0,0,0,0,0,0,0,3,2,0
00-0014775,Daimon Shelton,FB,2000,4,REG,2000_04_JAX_IND,JAX,IND,0,0,0,0,0,0,0,1,1,0
