player_id,player_display_name,position,season,week,season_type,game_id,team,opponent_team,completions,attempts,passing_yards,passing_tds,passing_interceptions,sacks_suffered,sack_yards_lost,carries,rushing_yards,rushing_tds,rushing_first_downs,rushing_fumbles_lost,receptions,targets,receiving_yards,receiving_tds,receiving_first_downs,receiving_fumbles_lost,fg_made,fg_att,fg_long,fg_made_0_19,fg_made_20_29,fg_made_30_39,fg_made_40_49,fg_made_50_59,fg_made_60_,pat_made,pat_att,pt_att,pt_yards,pt_net_yards,pt_long,pt_inside_20
00-0007308,Craig Hentrich,P,2007,1,REG,2007_01_TEN_JAX,TEN,JAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,3,90,87,36,1
00-0007468,Ike Hilliard,WR,2007,1,REG,2007_01_TB_SEA,TB,SEA,0,0,0,0,0,0,0,0,0,0,0,0,4,0,49,0,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0007681,Torry Holt,WR,2007,1,REG,2007_01_CAR_STL,LA,CAR,0,0,0,0,0,0,0,0,0,0,0,0,8,0,73,1,5,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0007744,Joe Horn,WR,2007,1,REG,2007_01_ATL_MIN,ATL,MIN,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0007835,Damon Huard,QB,2007,1,REG,2007_01_KC_HOU,KC,HOU,22,33,168,0,2,3,-21,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0008241,Edgerrin James,RB,2007,1,REG,2007_01_ARI_SF,ARI,SF,0,0,0,0,0,0,0,26,92,1,4,0,2,0,20,0,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0008962,Joe Jurevicius,WR,2007,1,REG,2007_01_PIT_CLE,CLE,PIT,0,0,0,0,0,0,0,0,0,0,0,0,2,0,28,0,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0009028,John Kasay,K,2007,1,REG,2007_01_CAR_STL,CAR,LA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,34,0,0,2,0,0,0,3,3,0,0,0,,0
00-0009119,Reggie Kelly,TE,2007,1,REG,2007_01_BAL_CIN,CIN,BAL,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0009163,Eddie Kennison,WR,2007,1,REG,2007_01_KC_HOU,KC,HOU,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0009311,Jon Kitna,QB,2007,1,REG,2007_01_DET_OAK,DET,LV,27,36,289,3,2,2,-5,3,17,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0009323,Jimmy Kleinsasser,TE,2007,1,REG,2007_01_ATL_MIN,MIN,ATL,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0010072,Ryan Longwell,K,2007,1,REG,2007_01_ATL_MIN,MIN,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,49,0,0,0,1,0,0,3,3,0,0,0,,0
00-0010346,Peyton Manning,QB,2007,1,REG,2007_01_NO_IND,IND,NO,18,30,288,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0010373,Olindo Mare,K,2007,1,REG,2007_01_NO_IND,NO,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,34,0,0,1,0,0,0,1,1,0,0,0,,0
00-0010500,Derrick Mason,WR,2007,1,REG,2007_01_BAL_CIN,BAL,CIN,0,0,0,0,0,0,0,0,0,0,0,0,7,0,76,0,5,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0010609,Brad Maynard,P,2007,1,REG,2007_01_CHI_SD,CHI,LAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,6,244,225,46,1
00-0011022,Donovan McNabb,QB,2007,1,REG,2007_01_PHI_GB,PHI,GB,15,33,184,1,1,1,-4,4,9,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0011024,Steve McNair,QB,2007,1,REG,2007_01_BAL_CIN,BAL,CIN,20,34,203,0,1,2,-15,1,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0011626,Brian Moorman,P,2007,1,REG,2007_01_DEN_BUF,BUF,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,6,262,252,50,3
00-0011754,Randy Moss,WR,2007,1,REG,2007_01_NE_NYJ,NE,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,9,0,183,1,8,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0011770,Eric Moulds,WR,2007,1,REG,2007_01_TEN_JAX,TEN,JAX,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0011795,Muhsin Muhammad,WR,2007,1,REG,2007_01_CHI_SD,CHI,LAC,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0011958,Lorenzo Neal,FB,2007,1,REG,2007_01_CHI_SD,LAC,CHI,0,0,0,0,0,0,0,4,12,0,3,0,1,0,2,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0011970,Joe Nedney,K,2007,1,REG,2007_01_ARI_SF,SF,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,33,0,0,2,0,0,0,2,2,0,0,0,,0
00-0012478,Terrell Owens,WR,2007,1,REG,2007_01_NYG_DAL,DAL,NYG,0,0,0,0,0,0,0,0,0,0,0,0,3,0,87,2,3,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0012642,David Patten,WR,2007,1,REG,2007_01_NO_IND,NO,IND,0,0,0,0,0,0,0,0,0,0,0,0,2,0,18,0,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0013013,Michael Pittman,RB,2007,1,REG,2007_01_TB_SEA,TB,SEA,0,0,0,0,0,0,0,3,6,0,0,0,5,0,32,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0013080,Marcus Pollard,TE,2007,1,REG,2007_01_TB_SEA,SEA,TB,0,0,0,0,0,0,0,0,0,0,0,0,5,0,43,0,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0013232,Peerless Price,WR,2007,1,REG,2007_01_DEN_BUF,BUF,DEN,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-2,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0013694,Tony Richardson,FB,2007,1,REG,2007_01_ATL_MIN,MIN,ATL,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0014377,Todd Sauerbrun,P,2007,1,REG,2007_01_DEN_BUF,DEN,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,3,123,35,56,1
00-0014655,Mike Sellers,TE,2007,1,REG,2007_01_MIA_WAS,WAS,MIA,0,0,0,0,0,0,0,2,8,0,0,0,2,0,6,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0015194,Hunter Smith,P,2007,1,REG,2007_01_NO_IND,IND,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,4,166,134,59,1
00-0015601,Aaron Stecker,RB,2007,1,REG,2007_01_NO_IND,NO,IND,0,0,0,0,0,0,0,2,21,0,2,0,2,0,20,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0015754,Brandon Stokley,WR,2007,1,REG,2007_01_DEN_BUF,DEN,BUF,0,0,0,0,0,0,0,0,0,0,0,0,3,0,65,0,3,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0015784,Matt Stover,K,2007,1,REG,2007_01_BAL_CIN,BAL,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,36,0,1,1,0,0,0,2,2,0,0,0,,0
00-0015830,Mack Strong,FB,2007,1,REG,2007_01_TB_SEA,SEA,TB,0,0,0,0,0,0,0,1,9,0,0,0,3,0,21,0,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0016098,Fred Taylor,RB,2007,1,REG,2007_01_TEN_JAX,JAX,TEN,0,0,0,0,0,0,0,6,16,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0016550,Amani Toomer,WR,2007,1,REG,2007_01_NYG_DAL,NYG,DAL,0,0,0,0,0,0,0,0,0,0,0,0,9,0,91,0,5,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0016689,Matt Turk,P,2007,1,REG,2007_01_KC_HOU,HOU,KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,3,165,146,59,1
00-0016919,Adam Vinatieri,K,2007,1,REG,2007_01_NO_IND,IND,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,33,0,0,2,0,0,0,5,5,0,0,0,,0
00-0017162,Hines Ward,WR,2007,1,REG,2007_01_PIT_CLE,PIT,CLE,0,0,0,0,0,0,0,0,0,0,0,0,3,0,51,1,3,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0017693,Jeff Wilkins,K,2007,1,REG,2007_01_CAR_STL,LA,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,42,0,1,0,1,0,0,1,1,0,0,0,,0
00-0018958,Laveranues Coles,WR,2007,1,REG,2007_01_NE_NYJ,NYJ,NE,0,0,0,0,0,0,0,0,0,0,0,0,7,0,59,2,5,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0019100,Brad Hoover,FB,2007,1,REG,2007_01_CAR_STL,CAR,LA,0,0,0,0,0,0,0,2,16,0,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0019242,Dane Looker,WR,2007,1,REG,2007_01_CAR_STL,LA,CAR,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0019281,Mike Furrey,WR,2007,1,REG,2007_01_DET_OAK,DET,LV,0,0,0,0,0,0,0,0,0,0,0,0,5,0,52,0,3,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0019310,Rian Lindell,K,2007,1,REG,2007_01_DEN_BUF,BUF,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,2,2,0,0,0,,0
00-0019484,Sammy Morris,RB,2007,1,REG,2007_01_NE_NYJ,NE,NYJ,0,0,0,0,0,0,0,11,54,0,3,0,2,0,11,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0019536,Shayne Graham,K,2007,1,REG,2007_01_BAL_CIN,CIN,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,40,0,1,0,1,0,0,1,1,0,0,0,,0
00-0019539,Dante Hall,WR,2007,1,REG,2007_01_CAR_STL,LA,CAR,0,0,0,0,0,0,0,0,0,0,0,0,2,0,18,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0019559,Chad Pennington,QB,2007,1,REG,2007_01_NE_NYJ,NYJ,NE,16,21,167,2,0,4,-30,1,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0019596,Tom Brady,QB,2007,1,REG,2007_01_NE_NYJ,NE,NYJ,22,28,297,3,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0019599,Marc Bulger,QB,2007,1,REG,2007_01_CAR_STL,LA,CAR,22,42,167,1,0,1,-5,3,18,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0019610,Reuben Droughns,RB,2007,1,REG,2007_01_NYG_DAL,NYG,DAL,0,0,0,0,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0019641,Thomas Jones,RB,2007,1,REG,2007_01_NE_NYJ,NYJ,NE,0,0,0,0,0,0,0,14,42,0,4,0,1,0,6,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0019642,Plaxico Burress,WR,2007,1,REG,2007_01_NYG_DAL,NYG,DAL,0,0,0,0,0,0,0,0,0,0,0,0,8,0,144,3,6,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0019643,Ron Dayne,RB,2007,1,REG,2007_01_KC_HOU,HOU,KC,0,0,0,0,0,0,0,13,33,0,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0019644,Bubba Franks,TE,2007,1,REG,2007_01_PHI_GB,GB,PHI,0,0,0,0,0,0,0,0,0,0,0,0,2,0,17,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0019646,Sebastian Janikowski,K,2007,1,REG,2007_01_DET_OAK,LV,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,0,0,0,0,0,0,3,3,0,0,0,,0
00-0019647,Shaun Alexander,RB,2007,1,REG,2007_01_TB_SEA,SEA,TB,0,0,0,0,0,0,0,27,105,1,6,0,2,0,12,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0019650,Dennis Northcutt,WR,2007,1,REG,2007_01_TEN_JAX,JAX,TEN,0,0,0,0,0,0,0,0,0,0,0,0,4,0,57,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0019663,Darrell Jackson,WR,2007,1,REG,2007_01_ARI_SF,SF,ARI,0,0,0,0,0,0,0,0,0,0,0,0,4,0,36,0,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0019676,Neil Rackers,K,2007,1,REG,2007_01_ARI_SF,ARI,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,35,0,0,1,0,0,0,2,2,0,0,0,,0
00-0019693,Jamal Lewis,RB,2007,1,REG,2007_01_PIT_CLE,CLE,PIT,0,0,0,0,0,0,0,11,35,0,0,1,2,0,11,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0019703,Jerry Porter,WR,2007,1,REG,2007_01_DET_OAK,LV,DET,0,0,0,0,0,0,0,0,0,0,0,0,2,0,26,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0019714,Shane Lechler,P,2007,1,REG,2007_01_DET_OAK,LV,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,3,149,131,52,1
00-0019770,Jay Feely,K,2007,1,REG,2007_01_MIA_WAS,MIA,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,36,0,1,1,0,0,0,1,1,0,0,0,,0
00-0019778,Lawrence Tynes,K,2007,1,REG,2007_01_NYG_DAL,NYG,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,48,0,1,0,2,0,0,2,2,0,0,0,,0
00-0019921,Jason Baker,P,2007,1,REG,2007_01_CAR_STL,CAR,LA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,3,158,153,58,1
00-0020022,Marcel Shipp,RB,2007,1,REG,2007_01_ARI_SF,ARI,SF,0,0,0,0,0,0,0,1,14,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0020267,Nick Harris,P,2007,1,REG,2007_01_DET_OAK,DET,LV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,3,132,132,45,1
00-0020270,Correll Buckhalter,RB,2007,1,REG,2007_01_PHI_GB,PHI,GB,0,0,0,0,0,0,0,4,5,0,0,0,1,0,3,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0020285,Alge Crumpler,TE,2007,1,REG,2007_01_ATL_MIN,ATL,MIN,0,0,0,0,0,0,0,0,0,0,0,0,4,1,40,0,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0020332,David Martin,TE,2007,1,REG,2007_01_MIA_WAS,MIA,WAS,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0020337,Steve Smith,WR,2007,1,REG,2007_01_CAR_STL,CAR,LA,0,0,0,0,0,0,0,1,2,0,0,0,7,0,118,1,3,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0020342,Brandon Manumaleuna,TE,2007,1,REG,2007_01_CHI_SD,LAC,CHI,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0020381,Justin McCareins,WR,2007,1,REG,2007_01_NE_NYJ,NYJ,NE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0020397,Chad Johnson,WR,2007,1,REG,2007_01_BAL_CIN,CIN,BAL,0,0,0,0,0,0,0,1,2,0,0,0,5,0,95,1,4,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0020403,Anthony Thomas,RB,2007,1,REG,2007_01_DEN_BUF,BUF,DEN,0,0,0,0,0,0,0,3,-1,0,0,0,1,0,8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0020407,Rudi Johnson,RB,2007,1,REG,2007_01_BAL_CIN,CIN,BAL,0,0,0,0,0,0,0,18,50,0,2,1,3,0,26,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0020438,T.J. Houshmandzadeh,WR,2007,1,REG,2007_01_BAL_CIN,CIN,BAL,0,0,0,0,0,0,0,0,0,0,0,0,9,0,50,1,4,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0020446,Chris Chambers,WR,2007,1,REG,2007_01_MIA_WAS,MIA,WAS,0,0,0,0,0,0,0,0,0,0,0,0,6,0,92,0,5,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0020452,Cedrick Wilson,WR,2007,1,REG,2007_01_PIT_CLE,PIT,CLE,0,0,0,0,0,0,0,1,37,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0020455,Eric Johnson,TE,2007,1,REG,2007_01_NO_IND,NO,IND,0,0,0,0,0,0,0,0,0,0,0,0,8,0,57,0,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0020462,LaMont Jordan,RB,2007,1,REG,2007_01_DET_OAK,LV,DET,0,0,0,0,0,0,0,15,70,1,6,0,9,0,89,0,6,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0020471,Travis Henry,RB,2007,1,REG,2007_01_DEN_BUF,DEN,BUF,0,0,0,0,0,0,0,23,139,0,5,0,3,0,44,0,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0020494,Santana Moss,WR,2007,1,REG,2007_01_MIA_WAS,WAS,MIA,0,0,0,0,0,0,0,0,0,0,0,0,3,0,28,0,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0020498,Reggie Wayne,WR,2007,1,REG,2007_01_NO_IND,IND,NO,0,0,0,0,0,0,0,0,0,0,0,0,7,0,115,2,5,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0020507,Heath Evans,FB,2007,1,REG,2007_01_NE_NYJ,NE,NYJ,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0020508,Moran Norris,FB,2007,1,REG,2007_01_ARI_SF,SF,ARI,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0020514,Michael Bennett,RB,2007,1,REG,2007_01_KC_HOU,KC,HOU,0,0,0,0,0,0,0,5,24,0,2,0,2,0,10,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
