gsis_id,display_name,position,birth_date,pfr_id,espn_id
00-0022771,Eugene Amano,C,1982-03-01,AmanEu20,5764
00-0031042,Jace Amaro,TE,1992-06-26,AmarJa00,16792
00-0021126,Ken Amato,LS,1977-05-18,AmatKe20,5348
00-0027355,Jonathon Amaya,DB,1988-11-25,AmayJo00,13527
00-0000261,Ashley Ambrose,CB,1970-09-17,AmbrAs00,299
AMB415290,Johnny Ray Ambrose,WR,1964-04-19,,
AMB553720,Dick Ambrose,ILB,1953-01-17,AmbrDi20,
00-0039822,Kiran Amegadjie,OT,2002-02-01,AmegKi00,4883090
00-0026035,Danny Amendola,WR,1985-11-02,AmenDa00,11674
00-0030420,David Amerson,DB,1991-12-08,AmerDa00,15820
00-0023042,Otis Amey,WR,1981-12-04,AmeyFr00,9275
00-0000267,Vince Amey,DE,1975-02-09,AmeyVi20,8246
00-0033301,Kofi Amichia,G,1994-07-29,AmicKo00,2980036
00-0036469,Matt Ammendola,K,1996-12-11,AmmeMa00,3919602
00-0031584,Adrian Amos,S,1993-04-29,AmosAd00,2582132
00-0040731,Trey Amos,CB,2002-03-03,AmosTr00,4574689
AMS288111,Greg Amsler,RB,1967-12-19,,
00-0027957,Prince Amukamara,CB,1989-06-06,AmukPr00,13975
AMU553722,George Amundson,RB,1951-03-31,AmunGe00,
00-0036379,Bradlee Anae,DE,1998-10-17,AnaeBr00,4035660
00-0034012,Peli Anau,DE,1993-10-26,AnauPe00,3119465
00-0036437,Tremayne Anchrum,G,1998-06-24,AnchTr00,4035478
00-0000279,Kimble Anders,RB,1966-09-10,AndeKi00,116
00-0000281,Jason Andersen,C,1975-09-03,AndeJa20,
00-0000282,Morten Andersen,K,1960-08-19,andermor01,11
00-0041413,Nick Andersen,SAF,2002-01-28,AndeNi01,4690182
00-0037810,Troy Andersen,LB,1999-04-23,AndeTr00,4247807
00-0034587,Abdullah Anderson,DT,1996-01-24,AndeAb00,3119119
00-0037428,Alec Anderson,OT,1999-10-03,,4367203
00-0000284,Alfred Anderson,RB,1961-08-04,AndeAl00,
00-0027906,Andre' Anderson,RB,1988-05-01,AndeAn23,13930
AND050645,Anthony Anderson,RB,1956-09-27,AndeAn20,
AND060774,Anthony Anderson,DB,1964-10-24,AndeAn21,
00-0000287,Antonio Anderson,DE,1973-06-04,AndeAn22,8136
AND070903,Aric Anderson,LB,1965-04-09,AndeAr20,
00-0000289,Avery Anderson,WR,1973-03-16,,
AND101290,Brad Anderson,WR,1961-01-12,AndeBr20,
00-0026697,Brandon Anderson,DB,1985-12-10,AndeBr23,12954
00-0035467,Bruce Anderson,RB,1997-06-20,,3930901
00-0021950,Bryan Anderson,G,1980-03-30,AndeBr22,
00-0034957,Calvin Anderson,OT,1996-03-25,AndeCa00,3123867
00-0000334,Neal Anderson,RB,1964-08-14,AndeNe00,6402
00-0022764,Charlie Anderson,LB,1981-12-08,AndeCh21,5725
00-0026578,Colt Anderson,DB,1985-10-25,AndeCo01,12757
00-0029854,C.J. Anderson,RB,1991-02-10,AndeC.00,16040
00-0022704,Courtney Anderson,TE,1980-11-19,AndeCo00,5770
AND172193,Curtis Anderson,DE,1957-05-16,AndeCu20,
00-0021048,Damien Anderson,RB,1979-07-17,AndeDa00,4367
00-0036027,Darius Anderson,RB,1997-09-10,AndeDa03,4038533
00-0000298,Darren Anderson,DB,1969-01-11,AndeDa20,7340
00-0024465,David Anderson,WR,1983-07-28,AndeDa01,9837
00-0025582,Deon Anderson,FB,1983-01-27,AndeDe01,10638
00-0023645,Derek Anderson,QB,1983-06-15,AndeDe00,8627
AND182322,Don Anderson,DB,1963-07-08,AndeDo20,
AND192451,Scott Anderson,C,1951-02-13,AndeSc20,
00-0031504,Dres Anderson,WR,1992-07-20,AndeDr00,2514542
00-0035483,Drew Anderson,QB,1995-10-18,AndeDr01,4040826
00-0000303,Dunstan Anderson,DE,1970-12-31,AndeDu20,7794
AND202580,Dwayne Anderson,DB,1961-12-07,AndeDw20,
00-0022302,Dwight Anderson,DB,1981-07-05,AndeDw21,5879
00-0000305,Eddie Anderson,DB,1963-07-22,AndeEd21,6622
00-0000308,Erick Anderson,LB,1968-10-07,AndeEr20,7441
00-0039696,Evan Anderson,DL,2002-02-14,AndeEv00,4612182
AND232967,Fred Anderson,DE,1954-10-30,AndeFr20,
AND243096,Donny Anderson,RB,1943-05-16,AndeDo00,
00-0000311,Gary Anderson,RB,1961-04-18,AndeGa00,6466
00-0000313,Gary Anderson,K,1959-07-16,andergar02,21
AND273483,Gary Anderson,OT,1955-09-22,AndeGa20,
00-0032269,Henry Anderson,DE,1991-08-03,AndeHe00,2517752
00-0000315,Herbie Anderson,DB,1968-11-19,AndeHe20,
00-0036577,Jack Anderson,G,1998-10-11,AndeJa01,4241844
00-0025395,Jamaal Anderson,DE,1986-02-06,AndeJa98,11116
00-0000316,Jamal Anderson,RB,1972-09-30,AndeJa00,656
00-0024303,James Anderson,OLB,1983-09-26,AndeJa21,9674
00-0022941,Jason Anderson,RB,1980-04-29,AndeJa02,5788
AND292474,Curtis Anderson,WR,1973-09-29,AndeCu21,8194
AND293741,Jerry Anderson,CB,1953-10-27,AndeJe20,
AND303870,Preston Anderson,DB,1951-09-30,AndePr20,
00-0000318,Jesse Anderson,TE,1966-07-26,AndeJe00,6682
00-0031902,Jonathan Anderson,LB,1991-10-27,AndeJo01,2514468
00-0029494,Joe Anderson,WR,1988-11-21,AndeJo00,2478555
00-0029549,Justin Anderson,OT,1988-04-15,AndeJu00,14992
00-0030772,Justin Anderson,LB,1991-01-16,AndeJu01,17103
00-0000325,Ken Anderson,DT,1975-10-04,,
AND324128,Ken Anderson,QB,1949-02-15,,
00-0032713,Kevin Anderson,LB,1993-04-05,AndeKe01,2577120
00-0034851,Kiante Anderson,DE,1995-05-27,,3063943
AND334257,Kim Anderson,DB,1957-07-19,AndeKi20,
AND344386,Larry Anderson,DB,1956-09-25,AndeLa20,
00-0000329,LeAndre Anderson,DE,1968-09-19,,
00-0038429,Liam Anderson,LB,2000-04-30,AndeLi00,4368056
AND354515,Marcus Anderson,WR,1959-06-12,AndeMa20,
00-0024373,Mark Anderson,DE,1983-05-26,AndeMa21,9745
00-0021217,Marques Anderson,DB,1979-05-26,AndeMa22,3620
00-0019202,Maurice Anderson,DE,1975-01-19,,
AND374773,Mel Anderson,WR,1965-08-29,AndeMe20,
00-0019594,Mike Anderson,RB,1973-09-21,AndeMi00,2320
00-0033525,Ryan Anderson,LB,1994-08-12,AndeRy00,2976495
00-0036969,Otis Anderson,RB,1998-11-12,AndeOt01,4243543
00-0000335,Ottis Anderson,RB,1957-01-19,AndeOt00,2551607
00-0019602,Rashard Anderson,CB,1977-06-14,AndeRa21,3998263
00-0030788,Ri'Shard Anderson,DB,1991-04-03,AndeRi01,17104
00-0000339,Richie Anderson,FB,1971-09-13,AndeRi00,458
AND435547,Dick Anderson,S,1946-02-10,,
AND445676,Rickey Anderson,RB,1953-03-21,AndeRi20,
AND465934,Bobby Anderson,RB,1947-10-11,AndeBo00,
00-0035299,Rodney Anderson,RB,1996-09-12,AndeRo02,3705353
AND486192,John Anderson,OLB,1956-02-14,AndeJo20,
00-0000343,Ronnie Anderson,WR,1974-02-27,AndeRo00,8225
00-0032072,Rory Anderson,TE,1992-10-02,AndeRo01,2577661
00-0037621,Ryder Anderson,DL,1998-10-15,AndeRy01,4242430
00-0020370,Scotty Anderson,WR,1979-11-24,AndeSc00,3998264
00-0023794,Sir Henry Anderson,DT,1982-10-16,,
00-0038645,Spencer Anderson,G,2000-06-07,AndeSp00,4372056
00-0032725,Stephen Anderson,TE,1993-01-30,AndeSt01,2576854
00-0000345,Stevie Anderson,WR,1970-05-12,AndeSt00,7593
AND496321,Stuart Anderson,LB,1959-12-25,AndeSt21,
AND516579,Terry Anderson,WR,1955-01-10,AndeTe20,
00-0022806,Tim Anderson,DT,1980-11-22,AndeTi20,5599
00-0037752,Tycen Anderson,SAF,1999-06-13,AndeTy00,4257240
00-0019434,Bennie Anderson,G,1977-02-17,AndeBe20,2877
AND536837,Vickey Ray Anderson,RB,1956-05-03,AndeVi20,
00-0026845,Vince Anderson,DB,1984-12-08,AndeVi00,13089
AND557095,Warren Anderson,WR,1955-07-03,AndeWa20,
00-0039108,Will Anderson Jr.,DE,2001-09-02,AndeWi01,4685724
AND597611,Tim Anderson,DB,1949-08-01,AndeWi21,
00-0000351,Flipper Anderson,WR,1965-03-07,AndeFl00,6506
00-0000352,Willie Anderson,OT,1975-07-11,AndeWi00,966
00-0031696,Zaire Anderson,ILB,1992-08-18,AndeZa01,2974300
00-0036677,Zayne Anderson,SAF,1997-01-03,AndeZa02,3932335
00-0000353,Eric Andolsek,G,1966-08-22,AndoEr20,
00-0039763,Joe Andreessen,LB,2000-02-07,AndrJo02,4366349
00-0020101,Troy Andrew,C,1977-12-12,AndrTr20,
00-0030789,Antonio Andrews,RB,1992-08-17,AndrAn00,17105
00-0034584,Darren Andrews,WR,1995-08-05,AndrDa01,3047553
00-0031852,David Andrews,C,1992-07-10,AndrDa00,2578529
AND658385,George Andrews,OLB,1955-11-28,AndrGe20,
00-0039030,Jake Andrews,C,1999-11-11,AndrJa00,4362732
AND678643,John Andrews,TE,1948-11-02,AndrJo00,
AND688772,John Andrews,DE,1951-11-07,AndrJo20,
00-0030706,Josh Andrews,C,1991-06-21,AndrJo01,16963
00-0034753,Mark Andrews,TE,1995-09-06,AndrMa00,3116365
AND709030,Mitch Andrews,TE,1964-03-04,AndrMi20,
AND719159,Ricky Andrews,LB,1966-04-14,AndrRi20,
00-0022779,Shawn Andrews,OT,1982-12-25,AndrSh55,5541
00-0022870,Stacy Andrews,OT,1981-06-02,AndrSt21,5648
AND729288,Tom Andrews,OT,1962-01-11,AndrTo20,
AND739417,Billy Andrews,OLB,1945-06-14,AndrBi20,
AND749546,William Andrews,RB,1955-12-25,AndrWi00,
00-0024443,Willie Andrews,CB,1983-11-02,AndrWi20,9815
00-0023728,Shane Andrus,K,1980-10-02,AndrSh00,10269
AND800191,Sheldon Andrus,DT,1962-10-05,AndrSh20,
AND820449,Zenon Andrusyshyn,P,1947-02-25,AndrZe20,
00-0000374,Joe Andruzzi,G,1975-08-23,AndrJo21,1329
ANE276861,Charlie Ane,C,1952-08-12,AnexCh20,
00-0021308,Mark Anelli,TE,1979-06-05,AnelMa20,
00-0037592,David Anenih,LB,1999-08-15,AnenDa00,4240263
ANG276861,Jim Angelo,G,1963-08-23,AngeJi20,
00-0029692,Bryan Anger,P,1988-10-06,AngeBr00,14950
00-0027892,Pat Angerer,ILB,1987-01-31,AngePa99,13258
00-0035810,Christian Angulo,CB,1997-02-17,AnguCh00,3914143
00-0022041,Richard Angulo,TE,1980-08-13,AnguRi00,4712
00-0033598,Eli Ankou,DT,1994-06-08,AnkoEl00,3008150
00-0031135,Jason Ankrah,LB,1991-02-26,AnkrJa00,17368
ANK415291,Scott Ankrom,WR,1966-01-04,AnkrSc20,
00-0030707,Blake Annen,TE,1991-05-28,AnneBl01,16964
00-0000382,Sam Anno,LB,1965-01-26,AnnoSa20,7074
00-0030059,Ezekiel Ansah,DE,1989-05-29,AnsaEz00,15785
00-0037328,Andre Anthony,LB,1996-11-21,AnthAn00,4035453
00-0000384,Charles Anthony,CB,1969-10-12,AnthCh20,
ANT103822,Charles Anthony,MLB,1952-07-10,,
00-0019897,Cornelius Anthony,LB,1978-07-03,AnthCo20,4380
00-0039414,Daijahn Anthony,SAF,2000-09-09,AnthDa00,4874448
ANT116036,Edward Anthony,RB,1962-03-03,,
00-0029897,Marc Anthony,CB,1989-11-14,AnthMa00,15931
00-0000387,Reidel Anthony,WR,1976-10-20,AnthRe00,3998266
00-0032102,Stephone Anthony,LB,1992-07-28,AnthSt00,2576482
00-0000389,Terry Anthony,WR,1968-03-09,AnthTe21,
ANT311466,Terrence Anthony,DB,1965-01-17,AnthTe20,
00-0040950,Vincent Anthony Jr.,DE,2004-04-26,AnthVi00,4875123
00-0041185,Vinny Anthony II,WR,2003-06-27,AnthVi01,4869816
ANT519110,Lionel Antoine,OT,1950-08-31,AntoLi20,
ANT622932,Glenn Antrum,WR,1966-02-03,AntrGl20,
00-0037230,Israel Antwine,DT,2000-03-27,AntwIs00,4360672
00-0039006,Felix Anudike-Uzomah,DE,2002-01-24,AnudFe00,4612387
00-0030677,Kenny Anunike,DE,1990-05-22,AnunKe00,16965
00-0029021,Chigbo Anunoby,NT,1989-01-04,AnunCh00,15399
00-0039676,Chigozie Anusiem,DB,2000-11-05,AnusCh00,4360475
00-0033914,Alex Anzalone,MLB,1994-09-22,AnzaAl00,3043107
APK415291,Steve Apke,LB,1965-08-03,ApkeSt20,
00-0034334,Troy Apke,DB,1995-04-11,ApkeTr00,3116152
00-0032379,Eli Apple,CB,1995-08-09,ApplEl00,3040506
00-0035105,Marcus Applefield,OT,1995-12-15,ApplMa00,3121518
00-0024734,Antwan Applewhite,DE,1985-12-31,ApplAn99,10862
APU415291,Ben Apuna,ILB,1957-06-26,ApunBe20,
00-0000400,Leo Araguz,P,1970-01-18,AragLe20,1159
00-0037284,Matt Araiza,P,2000-05-16,AraiMa00,4361496
ARA415291,Evan Arapostathis,P,1963-10-30,ArapEv20,
ARB553722,Hasson Arbubakrr,DE,1960-12-09,ArbuHa20,
00-0000404,Charles Arbuckle,TE,1968-09-13,ArbuCh00,6683
00-0035246,J.J. Arcega-Whiteside,WR,1996-12-31,ArceJJ00,3931397
00-0027920,Emmanuel Arceneaux,WR,1987-09-17,ArceEm00,13954
00-0000405,Lester Archambeau,DE,1967-06-27,ArchLe20,251
00-0031392,Dri Archer,RB,1991-08-09,ArchDr00,16755
00-0024764,Brandon Archer,LB,1983-10-30,ArchBr99,11158
00-0000406,David Archer,QB,1962-02-15,ArchDa00,
ARC553720,Troy Archer,DT,1955-01-16,ArchTr20,
00-0027384,R.J. Archer,QB,1987-08-05,,13309
00-0021666,Ben Archibald,OT,1978-08-26,ArchBe20,
00-0036700,Daniel Archibong,DT,1997-09-12,ArchDa01,4044146
00-0000409,Mike Archie,RB,1972-10-14,ArchMi00,8071
00-0020521,Adam Archuleta,S,1977-11-27,ArchAd20,2568
00-0037845,A.J. Arcuri,OT,1997-08-13,ArcuAJ00,4046707
00-0000410,Billy Ard,G,1959-03-12,ArdxBi20,
ARD553722,Tony Ardizzone,C,1956-12-19,ArdiTo20,
00-0027660,Javier Arenas,CB,1987-10-28,ArenJa99,13259
00-0019081,Jake Arians,K,1978-01-26,arianjak01,2796
00-0038702,Daniel Arias,WR,1998-09-02,AriaDa00,4360644
ARI415290,Mike Ariey,G,1964-03-12,ArieMi20,
00-0032074,Chi Chi Ariguzo,LB,1992-06-23,ArigCh00,2511087
ARI447235,Ike Ariguzo,TE,1990-10-04,,2530979
ARI622935,Obed Ariri,K,1956-04-07,aririobe01,
00-0028048,David Arkin,G,1987-10-07,ArkiDa00,14119
00-0041314,Tanner Arkin,TE,2003-07-07,ArkiTa00,4683308
00-0033296,Alex Armah,RB,1994-05-17,ArmaAl00,4212884
00-0031729,Thurston Armbrister,LB,1992-12-25,ArmbTh00,2579598
00-0000421,JoJuan Armour,S,1976-07-10,ArmoJo20,1977
00-0000422,Justin Armour,WR,1973-01-01,ArmoJu00,771
00-0000423,Phil Armour,C,1976-12-09,ArmoPh20,
00-0038119,Jalyn Armour-Davis,CB,1999-09-03,ArmoJa00,4372017
00-0032164,Arik Armstead,DT,1993-11-15,ArmsAr01,2971275
00-0029728,Armond Armstead,DE,1990-08-03,ArmsAr00,15764
00-0041341,Da'Veawn Armstead,CB,2002-11-20,ArmsDa00,4705513
00-0000426,Jessie Armstead,OLB,1970-10-26,ArmsJe00,492
00-0035268,Ryquell Armstead,RB,1996-10-30,ArmsRy00,3923397
00-0030067,Terron Armstead,OT,1991-07-23,ArmsTe00,15821
ARM097714,Adger Armstrong,RB,1957-06-21,ArmsAd00,
00-0040298,Andrew Armstrong,WR,2000-10-31,ArmsAn01,5093923
00-0026465,Anthony Armstrong,WR,1983-03-29,ArmsAn00,11946
00-0000428,Antonio Armstrong,LB,1973-10-15,ArmsAn20,7945
00-0030050,Ray-Ray Armstrong,LB,1991-03-05,ArmsRa01,16463
00-0000429,Bruce Armstrong,OT,1965-09-07,ArmsBr00,226
00-0023643,Calvin Armstrong,OT,1982-03-31,,8625
00-0034792,Cornell Armstrong,DB,1995-09-22,ArmsCo00,3123963
00-0021406,Derick Armstrong,WR,1979-04-02,ArmsDe00,3998269
00-0034373,Dorance Armstrong,DE,1997-06-10,ArmsDo00,3928979
ARM293142,Harvey Armstrong,NT,1959-12-29,ArmsHa20,
ARM341999,Jimmy Armstrong,DB,1962-06-18,ArmsJi20,
ARM450213,John Armstrong,CB,1963-07-07,ArmsJo21,
00-0035661,Ka'John Armstrong,OT,1996-05-25,ArmsKa00,3125842
ARM537427,Otis Armstrong,RB,1950-11-15,ArmsOt00,
00-0000439,Trace Armstrong,DE,1965-10-05,ArmsTr00,197
00-0000441,Tyji Armstrong,TE,1970-10-03,ArmsTy00,7334
ARN207645,Jim Arneson,G,1951-01-07,ArneJi20,
ARN276860,Mark Arneson,OLB,1949-09-09,ArneMa20,
00-0027277,Alric Arnett,WR,1987-06-26,,
00-0036359,Damon Arnette,CB,1996-09-02,ArneDa00,3915506
00-0029911,Brian Arnfelt,DE,1989-10-11,ArnfBr00,16041
00-0034011,Dan Arnold,TE,1995-03-15,ArnoDa00,4212989
ARN415290,David Arnold,DB,1966-11-21,ArnoDa20,
00-0019716,Gerard Arnold,RB,1977-10-05,,
00-0035995,Grayland Arnold,SAF,1997-09-04,ArnoGr01,4035389
00-0000446,Jahine Arnold,WR,1973-06-19,ArnoJa00,1029
00-0000447,Jim Arnold,P,1961-01-31,ArnoJi20,6517
ARN622935,John Arnold,WR,1955-10-05,ArnoJo20,
00-0040313,Kam Arnold,LB,2002-02-19,ArnoKa00,4429224
ARN692150,LeFrancis Arnold,G,1952-11-24,ArnoLe20,
00-0039903,Terrion Arnold,CB,2003-03-22,ArnoTe00,4592837
ARN761365,Walt Arnold,TE,1958-08-31,ArnoWa00,
00-0027086,Stanley Arnoux,LB,1986-09-09,ArnoSt99,12631
00-0024447,Devin Aromashodu,WR,1984-05-23,AromDe00,9819
ARO415291,Doug Aronson,G,1964-08-14,AronDo20,
00-0019984,Donovan Arp,DT,1978-01-12,,
ARP415291,John Arp,OT,1965-08-15,ArpxJo20,
00-0026377,Adrian Arrington,WR,1985-11-07,ArriAd00,11471
00-0023479,J.J. Arrington,RB,1983-01-23,ArriJ.00,8458
00-0026071,Kyle Arrington,CB,1986-08-12,ArriKy00,11494
00-0019692,LaVar Arrington,OLB,1978-06-20,ArriLa00,2133
00-0040739,Elijah Arroyo,TE,2003-04-05,ArroEl00,4678006
00-0021640,Tom Arth,QB,1981-05-11,,
00-0000456,Mike Arthur,G,1968-05-07,ArthMi20,7188
00-0031599,Cameron Artis-Payne,RB,1990-06-23,ArtiCa00,3043097
00-0000457,Rodney Artmore,SAF,1974-06-14,ArtmRo20,2044
00-0029341,Stanley Arukwe,WR,1989-04-05,,15560
00-0034166,Ade Aruna,DE,1994-04-27,ArunAd00,3041114
00-0000458,Herman Arvie,OT,1970-10-12,ArviHe20,7425
00-0035001,George Asafo-Adjei,OT,1997-01-12,AsafGe00,3915238
00-0037822,Brian Asamoah II,LB,2000-03-29,AsamBr00,4360255
00-0027673,Jon Asamoah,G,1988-07-21,AsamJo20,13260
00-0040299,Eugene Asante,LB,2000-01-22,,4427532
00-0027759,Larry Asante,S,1988-03-07,AsanLa99,13310
00-0031981,Richard Ash,DT,1992-08-04,AshxRi00,2515345
00-0040246,Julian Ashby,LS,2002-07-08,AshbJu00,4695254
ASH369148,Richard Ashe,TE,1967-03-14,AsheRi20,
00-0000466,Jamie Asher,TE,1972-10-31,AsheJa00,7802
ASH461435,Bob Asher,OT,1948-06-13,AsheBo20,
ASH553722,Walker Lee Ashley,LB,1960-07-28,AshlWa20,
00-0000472,Darryl Ashmore,OT,1969-11-01,AshmDa20,330
ASH738296,Josh Ashton,RB,1949-08-24,AshtJo00,
00-0019995,Tom Ashworth,OT,1977-10-10,AshwTo20,4298
00-0036194,Devin Asiasi,TE,1997-08-14,AsiaDe00,4046522
00-0033465,Isaac Asiata,G,1992-12-29,AsiaIs00,2575978
00-0026551,Johan Asiata,G,1985-12-19,AsiaJo20,12758
00-0028198,Matt Asiata,RB,1987-07-24,AsiaMa00,14360
00-0026593,K.C. Asiodu,LB,1986-11-24,AsioK.00,12759
00-0000473,Joe Aska,RB,1972-07-14,AskaJo00,7806
00-0022003,B.J. Askew,FB,1980-08-19,AskeB.00,4543
00-0000474,Chad Askew,WR,1972-01-27,,
00-0022865,Matthias Askew,DT,1982-07-01,AskeMa20,5639
00-0030834,Nate Askew,LB,1991-08-20,AskeNa01,17107
ASK553722,Bert Askson,TE,1945-12-16,AsksBe20,
ASM415291,Jim Asmus,P,1958-12-02,AsmuJi20,
00-0022077,Nnamdi Asomugha,CB,1981-07-06,AsomNn20,4489
00-0029296,Mark Asper,G,1985-11-08,AspeMa00,15026
00-0034946,George Aston,RB,1996-02-01,AstoGe00,3136308
00-0026037,Drew Atchison,TE,1985-04-02,,
00-0028459,Tim Atchison,DB,1987-09-27,AtchTi00,14636
00-0034747,Marcell Ateman,WR,1994-09-16,AtemMa00,3046320
ATH415291,Pete Athas,CB,1946-09-15,AthaPe20,
00-0025507,Baraka Atkins,DE,1984-09-28,AtkiBa99,10564
00-0019332,Corey Atkins,LB,1976-11-11,AtkiCo20,2487
ATK103822,Dave Atkins,RB,1949-05-18,AtkiDa00,
00-0000484,Gene Atkins,FS,1964-11-22,AtkiGe20,7245
00-0027720,Geno Atkins,DT,1988-03-28,AtkiGe99,13311
00-0000485,James Atkins,OT,1970-01-28,AtkiJa20,722
00-0020811,James Atkins,DT,1978-06-23,AtkiJa21,4299
00-0034586,John Atkins,DE,1992-12-21,AtkiJo01,3043127
ATK311466,Kelvin Atkins,LB,1960-07-03,AtkiKe20,
00-0000488,Larry Atkins,DB,1975-07-21,AtkiLa20,1837
ATK415288,Bob Atkins,DB,1946-04-02,AtkiBo20,
ATK467199,Steve Atkins,RB,1956-06-22,AtkiSt00,
ATK571021,Al Atkinson,MLB,1943-07-28,AtkiAl00,
00-0031158,George Atkinson,RB,1992-11-29,AtkiGe01,17396
ATK674843,George Atkinson,DB,1947-01-04,AtkiBu00,
ATK726754,Jess Atkinson,K,1961-12-11,atkinjes01,
ATK778665,Ricky Atkinson,DB,1965-08-28,AtkiRi20,
00-0021739,Ryan Atoe,DT,1980-02-24,,
00-0023501,Oshiomogho Atogwe,FS,1981-06-23,AtogO.20,8480
00-0031258,Jeremiah Attaochu,LB,1993-01-17,AttaJe00,16761
00-0000500,Steve Atwater,FS,1966-10-28,AtwaSt00,202
00-0036849,Tutu Atwell,WR,1999-10-07,AtweTu00,4360797
00-0037692,Brandon Aubrey,K,1995-03-14,AubrBr00,3953687
00-0029853,Josh Aubrey,DB,1991-04-09,AubrJo00,16312
00-0033421,Antony Auclair,TE,1993-05-28,AuclAn00,4081127
AUD553722,Dan Audick,G,1954-11-15,AudiDa20,
AUE276860,Jim Auer,DE,1962-01-04,AuerJi20,
AUE553720,Scott Auer,G,1961-10-04,AuerSc20,
AUE692150,Todd Auer,LB,1965-01-18,AuerTo20,
AUG138430,Dowe Aughtman,DT,1961-01-28,AughDo20,
AUG415290,Steve August,OT,1954-09-04,AuguSt20,
00-0033380,Josh Augusta,DT,1994-08-24,AuguJo00,3051846
00-0030359,Akeem Auguste,DB,1989-10-10,AuguAk00,16510
00-0000512,Jason Augustino,OT,1973-03-31,,
AUG692150,Mike Augustyniak,RB,1956-07-17,AuguMi00,
00-0031714,Damarr Aultman,WR,1992-01-13,,2507242
00-0039490,Popo Aumavae,DT,1999-01-15,AumaPo00,4242498
00-0027414,Junior Aumavae,NT,1986-04-29,,13529
00-0038382,Malaesala Aumavae-Laulu,OT,1999-05-25,AumaMa00,4569301
AUP415291,David Aupiu,LB,1961-02-10,AupiDa20,
00-0028179,David Ausberry,TE,1987-09-25,AusbDa00,14102
00-0033679,Erik Austell,C,1993-09-13,AustEr00,2977231
00-0038646,Alex Austin,CB,2001-05-22,AustAl00,4426599
00-0035294,Blessuan Austin,DB,1996-07-19,AustBl00,3870072
00-0041289,Brent Austin,CB,2003-12-19,AustBr00,5082398
00-0037837,Calvin Austin III,WR,1999-03-24,AustCa00,4243389
AUS103822,Cliff Austin,RB,1960-03-02,AustCl00,
00-0000524,Eric Austin,DB,1973-06-07,AustEr20,
AUS207644,Hise Austin,DB,1950-09-08,AustHi20,
AUS415288,Darrell Austin,G,1951-11-06,AustDa20,
00-0037231,Kevin Austin Jr.,WR,2000-03-30,AustKe00,4372758
00-0027990,Marvin Austin,DT,1989-01-10,AustMa00,14025
00-0023921,Miles Austin,WR,1984-06-30,AustMi00,10147
00-0000529,Ray Austin,DB,1974-12-21,AustRa20,1292
00-0019476,Reggie Austin,CB,1977-01-21,AustRe20,3998271
AUS622932,Kent Austin,QB,1963-06-25,AustKe20,
00-0029221,Rodney Austin,G,1988-12-04,AustRo00,15464
00-0030525,Tavon Austin,WR,1990-03-15,AustTa00,15786
00-0027813,Terrence Austin,WR,1988-08-25,AustTe00,13312
00-0027385,Thomas Austin,G,1986-11-14,AustTh00,13825
00-0000518,Billy Austin,DB,1975-03-08,AustBi20,1748
00-0031254,Denico Autry,DT,1990-07-15,AutrDe00,17447
00-0000534,Darnell Autry,RB,1976-06-19,AutrDa00,1262
00-0036201,Lee Autry,DT,1996-07-29,AutrLe00,4242251
00-0000536,Troy Auzenne,OT,1969-06-26,AuzeTr20,
00-0024324,Jason Avant,WR,1983-04-20,AvanJa00,9695
AVE215950,Bob Avellini,QB,1953-08-28,AvelBo00,
00-0034265,Anthony Averett,CB,1994-11-30,AverAn00,3054841
00-0033219,Travis Averill,C,1993-12-21,AverTr00,2972891
00-0026173,Donnie Avery,WR,1984-06-12,AverDo00,11267
00-0034682,Genard Avery,DE,1995-04-26,AverGe00,3126204
00-0000541,John Avery,RB,1976-01-11,AverJo00,1462
00-0036053,Josh Avery,DT,1996-03-16,AverJo01,4250098
AVE581406,Ken Avery,OLB,1944-05-23,AverKe20,
00-0000543,Steve Avery,RB,1966-08-18,AverSt00,7595
00-0037593,Tre Avery,CB,1997-02-26,AverTr01,4259300
00-0039058,Steve Avila,G,1999-10-16,AvilSt00,4362474
00-0026232,Cliff Avril,DE,1986-04-08,AvriCl99,11326
00-0000548,Rob Awalt,TE,1964-04-09,AwalRo00,6477
00-0023005,Adrian Awasom,DE,1983-10-25,AwasAd20,9288
00-0036736,Kayode Awosika,G,1998-10-27,AwosKa00,4040842
00-0033548,Chidobe Awuzie,CB,1995-05-24,AwuzCh00,3052101
00-0000552,Obafemi Ayanbadejo,RB,1975-03-05,AyanOb00,1740
00-0000551,Brendon Ayanbadejo,ILB,1976-09-06,AyanBr99,4777
AYD415291,Buddy Aydelette,OT,1956-08-19,AydeBu20,
00-0039262,Gottlieb Ayedze,OT,2000-04-10,AyedGo00,5145719
00-0027977,Akeem Ayers,LB,1989-07-10,AyerAk00,14015
00-0032365,DeMarcus Ayers,WR,1994-07-07,AyerDe00,3040026
AYE276861,John Ayers,G,1953-04-14,AyerJo20,
AYE553722,Marvin Ayers,DE,1963-09-12,AyerMa20,
00-0026994,Robert Ayers,DE,1985-09-06,AyerRo99,12432
00-0020240,Kole Ayi,LB,1978-09-27,AyixKo20,2815
00-0021214,Akin Ayodele,ILB,1979-09-17,AyodAk20,3617
00-0024073,Remi Ayodele,DT,1983-04-22,AyodRe99,10406
00-0040170,Elic Ayomanor,WR,2003-06-03,AyomEl00,4883647
