player_id,player_display_name,position,season,week,season_type,game_id,team,opponent_team,completions,attempts,passing_yards,passing_tds,passing_interceptions,sacks_suffered,sack_yards_lost,carries,rushing_yards,rushing_tds
00-0015700,Kordell Stewart,QB,2002,1,REG,2002_01_PIT_NE,PIT,NE,24,37,242,1,3,5,-38,8,16,1
00-0015754,Brandon Stokley,WR,2002,1,REG,2002_01_BAL_CAR,BAL,CAR,0,0,0,0,0,0,0,1,14,0
00-0016021,John Tait,OT,2002,1,REG,2002_01_KC_CLE,KC,CLE,0,0,0,0,0,0,0,1,28,0
00-0016098,Fred Taylor,RB,2002,1,REG,2002_01_IND_JAX,IND,JAX,0,0,0,0,0,0,0,24,83,1
00-0016193,Vinny Testaverde,QB,2002,1,REG,2002_01_NYJ_BUF,NYJ,BUF,24,30,210,2,0,3,-17,1,24,0
00-0016373,Derrius Thompson,WR,2002,1,REG,2002_01_ARI_WAS,WAS,ARI,0,0,0,0,0,0,0,1,13,0
00-0016683,Tom Tupa,P,2002,1,REG,2002_01_NO_TB,TB,NO,0,1,0,0,1,0,0,0,0,0
00-0017200,Kurt Warner,QB,2002,1,REG,2002_01_STL_DEN,LA,DEN,32,41,315,0,1,3,-20,1,8,0
00-0017218,Lamont Warren,RB,2002,1,REG,2002_01_DET_MIA,DET,MIA,0,0,0,0,0,0,0,5,8,0
00-0017486,Tyrone Wheatley,RB,2002,1,REG,2002_01_SEA_OAK,LV,SEA,0,0,0,0,0,0,0,18,65,0
00-0017892,Moe Williams,RB,2002,1,REG,2002_01_MIN_CHI,MIN,CHI,0,0,0,0,0,0,0,7,48,0
00-0017915,Ricky Williams,RB,2002,1,REG,2002_01_DET_MIA,MIA,DET,0,0,0,0,0,0,0,20,111,2
00-0018501,Amos Zereoue,RB,2002,1,REG,2002_01_PIT_NE,PIT,NE,0,0,0,0,0,0,0,7,14,0
00-0019057,Jamel White,RB,2002,1,REG,2002_01_KC_CLE,CLE,KC,0,0,0,0,0,0,0,12,42,0
00-0019100,Brad Hoover,FB,2002,1,REG,2002_01_BAL_CAR,CAR,BAL,0,0,0,0,0,0,0,5,29,0
00-0019516,Troy Hambrick,RB,2002,1,REG,2002_01_DAL_HOU,DAL,HOU,0,0,0,0,0,0,0,4,16,0
00-0019534,Rondell Mealey,RB,2002,1,REG,2002_01_ATL_GB,GB,ATL,0,0,0,0,0,0,0,5,30,1
00-0019539,Dante Hall,WR,2002,1,REG,2002_01_KC_CLE,KC,CLE,0,0,0,0,0,0,0,2,14,0
00-0019590,Chad Morton,RB,2002,1,REG,2002_01_NYJ_BUF,NYJ,BUF,0,0,0,0,0,0,0,1,-1,0
00-0019594,Mike Anderson,RB,2002,1,REG,2002_01_STL_DEN,DEN,LA,0,0,0,0,0,0,0,7,17,0
00-0019596,Tom Brady,QB,2002,1,REG,2002_01_PIT_NE,NE,PIT,29,43,294,3,0,2,-14,0,0,0
00-0019614,Michael Wiley,RB,2002,1,REG,2002_01_DAL_HOU,DAL,HOU,0,0,0,0,0,0,0,1,46,1
00-0019641,Thomas Jones,RB,2002,1,REG,2002_01_ARI_WAS,ARI,WAS,0,0,0,0,0,0,0,17,54,0
00-0019643,Ron Dayne,RB,2002,1,REG,2002_01_SF_NYG,NYG,SF,0,0,0,0,0,0,0,6,10,0
00-0019647,Shaun Alexander,RB,2002,1,REG,2002_01_SEA_OAK,SEA,LV,0,0,0,0,0,0,0,13,36,0
00-0019649,Trung Canidate,RB,2002,1,REG,2002_01_STL_DEN,LA,DEN,0,0,0,0,0,0,0,1,5,0
00-0019663,Darrell Jackson,WR,2002,1,REG,2002_01_SEA_OAK,SEA,LV,0,0,0,0,0,0,0,1,1,0
00-0019693,Jamal Lewis,RB,2002,1,REG,2002_01_BAL_CAR,BAL,CAR,0,0,0,0,0,0,0,17,64,0
00-0019703,Jerry Porter,WR,2002,1,REG,2002_01_SEA_OAK,LV,SEA,0,0,0,0,0,0,0,1,4,0
00-0019709,Chris Redman,QB,2002,1,REG,2002_01_BAL_CAR,BAL,CAR,20,34,218,1,1,2,-6,1,-1,0
00-0019712,Doug Chapman,RB,2002,1,REG,2002_01_MIN_CHI,MIN,CHI,0,0,0,0,0,0,0,5,33,0
00-0019794,Aveion Cason,RB,2002,1,REG,2002_01_DET_MIA,DET,MIA,0,0,0,0,0,0,0,4,4,0
00-0019808,Kenny Watson,RB,2002,1,REG,2002_01_ARI_WAS,WAS,ARI,0,0,0,0,0,0,0,1,5,0
00-0019831,Nick Goings,RB,2002,1,REG,2002_01_BAL_CAR,CAR,BAL,0,0,0,0,0,0,0,4,19,0
00-0020245,Mike Vick,QB,2002,1,REG,2002_01_ATL_GB,ATL,GB,15,23,209,1,0,4,-15,9,72,1
00-0020308,Mike McMahon,QB,2002,1,REG,2002_01_DET_MIA,DET,MIA,13,25,179,1,1,3,-14,2,11,1
00-0020403,Anthony Thomas,RB,2002,1,REG,2002_01_MIN_CHI,CHI,MIN,0,0,0,0,0,0,0,19,45,1
00-0020404,Quincy Carter,QB,2002,1,REG,2002_01_DAL_HOU,DAL,HOU,13,30,131,0,1,3,-19,1,5,0
00-0020448,Travis Minor,RB,2002,1,REG,2002_01_DET_MIA,MIA,DET,0,0,0,0,0,0,0,11,45,0
00-0020462,LaMont Jordan,RB,2002,1,REG,2002_01_NYJ_BUF,NYJ,BUF,0,0,0,0,0,0,0,7,32,0
00-0020471,Travis Henry,RB,2002,1,REG,2002_01_NYJ_BUF,BUF,NYJ,0,0,0,0,0,0,0,31,149,3
00-0020474,Kevan Barlow,RB,2002,1,REG,2002_01_SF_NYG,SF,NYG,0,0,0,0,0,0,0,8,33,0
00-0020494,Santana Moss,WR,2002,1,REG,2002_01_NYJ_BUF,NYJ,BUF,0,0,0,0,0,0,0,1,12,0
00-0020514,Michael Bennett,RB,2002,1,REG,2002_01_MIN_CHI,MIN,CHI,0,0,0,0,0,0,0,16,53,0
00-0020527,Deuce McAllister,RB,2002,1,REG,2002_01_NO_TB,NO,TB,0,0,0,0,0,0,0,31,109,0
00-0020531,Drew Brees,QB,2002,1,REG,2002_01_SD_CIN,LAC,CIN,15,19,160,2,0,1,0,5,13,0
00-0020536,LaDainian Tomlinson,RB,2002,1,REG,2002_01_SD_CIN,LAC,CIN,0,0,0,0,0,0,0,21,114,1
00-0020608,David Carr,QB,2002,1,REG,2002_01_DAL_HOU,HOU,DAL,10,22,145,2,1,6,-22,4,7,0
00-0021141,Joey Harrington,QB,2002,1,REG,2002_01_DET_MIA,DET,MIA,4,11,41,0,0,0,0,0,0,0
00-0021150,William Green,RB,2002,1,REG,2002_01_KC_CLE,CLE,KC,0,0,0,0,0,0,0,8,17,0
00-0021153,Javon Walker,WR,2002,1,REG,2002_01_ATL_GB,GB,ATL,0,0,0,0,0,0,0,1,11,0
00-0021179,Clinton Portis,RB,2002,1,REG,2002_01_STL_DEN,DEN,LA,0,0,0,0,0,0,0,5,34,0
00-0021190,Antwaan Randle El,WR,2002,1,REG,2002_01_PIT_NE,PIT,NE,1,1,5,0,0,0,0,1,9,0
00-0021216,Brian Westbrook,RB,2002,1,REG,2002_01_PHI_TEN,PHI,TEN,0,0,0,0,0,0,0,8,42,0
00-0021223,Jonathan Wells,RB,2002,1,REG,2002_01_DAL_HOU,HOU,DAL,0,0,0,0,0,0,0,9,18,0
00-0021252,Najeh Davenport,RB,2002,1,REG,2002_01_ATL_GB,GB,ATL,0,0,0,0,0,0,0,2,8,0
00-0021253,Jarrod Baxter,RB,2002,1,REG,2002_01_DAL_HOU,HOU,DAL,0,0,0,0,0,0,0,2,1,0
00-0021376,T.J. Duckett,RB,2002,1,REG,2002_01_ATL_GB,ATL,GB,0,0,0,0,0,0,0,6,39,0
00-0000210,James Allen,RB,2002,2,REG,2002_02_HOU_SD,HOU,LAC,0,0,0,0,0,0,0,13,51,0
00-0000251,Mike Alstott,FB,2002,2,REG,2002_02_TB_BAL,TB,BAL,0,0,0,0,0,0,0,11,23,0
00-0000339,Richie Anderson,FB,2002,2,REG,2002_02_NE_NYJ,NYJ,NE,0,0,0,0,0,0,0,1,1,0
00-0000585,Champ Bailey,CB,2002,2,REG,2002_02_PHI_WAS,WAS,PHI,0,0,0,0,0,0,0,1,4,0
00-0000745,Tiki Barber,RB,2002,2,REG,2002_02_NYG_STL,NYG,LA,0,0,0,0,0,0,0,19,80,0
00-0000942,Fred Beasley,FB,2002,2,REG,2002_02_DEN_SF,SF,DEN,0,0,0,0,0,0,0,3,6,0
00-0001215,Jerome Bettis,RB,2002,2,REG,2002_02_OAK_PIT,PIT,LV,0,0,0,0,0,0,0,10,41,0
00-0001361,Drew Bledsoe,QB,2002,2,REG,2002_02_BUF_MIN,BUF,MIN,35,49,463,3,0,3,-26,1,0,0
00-0001823,Aaron Brooks,QB,2002,2,REG,2002_02_GB_NO,NO,GB,16,28,217,2,2,1,-6,5,13,0
00-0002110,Mark Brunell,QB,2002,2,REG,2002_02_JAX_KC,JAX,KC,25,36,320,2,0,0,0,7,12,0
00-0002846,Larry Centers,FB,2002,2,REG,2002_02_BUF_MIN,BUF,MIN,0,0,0,0,0,0,0,1,1,0
00-0003136,Mike Cloud,RB,2002,2,REG,2002_02_JAX_KC,KC,JAX,0,0,0,0,0,0,0,1,7,0
00-0003292,Kerry Collins,QB,2002,2,REG,2002_02_NYG_STL,NYG,LA,22,26,307,1,1,2,-16,7,3,0
00-0003396,Curtis Conway,WR,2002,2,REG,2002_02_HOU_SD,LAC,HOU,0,0,0,0,0,0,0,1,3,1
00-0003663,Zack Crockett,RB,2002,2,REG,2002_02_OAK_PIT,LV,PIT,0,0,0,0,0,0,0,1,3,0
00-0003739,Daunte Culpepper,QB,2002,2,REG,2002_02_BUF_MIN,MIN,BUF,25,45,281,3,0,5,-45,7,20,1
00-0004052,Stephen Davis,RB,2002,2,REG,2002_02_PHI_WAS,WAS,PHI,0,0,0,0,0,0,0,12,53,0
00-0004293,Trent Dilfer,QB,2002,2,REG,2002_02_ARI_SEA,SEA,ARI,29,47,352,1,0,1,-7,2,0,0
00-0004304,Corey Dillon,RB,2002,2,REG,2002_02_CIN_CLE,CIN,CLE,0,0,0,0,0,0,0,22,108,0
00-0004640,Warrick Dunn,RB,2002,2,REG,2002_02_CHI_ATL,ATL,CHI,0,0,0,0,0,0,0,15,34,0
00-0004673,Tim Dwight,WR,2002,2,REG,2002_02_HOU_SD,LAC,HOU,0,0,0,0,0,0,0,1,20,0
00-0004768,Marc Edwards,FB,2002,2,REG,2002_02_NE_NYJ,NE,NYJ,0,0,0,0,0,0,0,7,21,0
00-0005091,Kevin Faulk,RB,2002,2,REG,2002_02_NE_NYJ,NE,NYJ,0,0,0,0,0,0,0,10,48,1
00-0005092,Marshall Faulk,RB,2002,2,REG,2002_02_NYG_STL,LA,NYG,0,0,0,0,0,0,0,14,87,2
00-0005106,Brett Favre,QB,2002,2,REG,2002_02_GB_NO,GB,NO,29,44,270,2,1,1,-8,3,15,0
00-0005180,Jay Fiedler,QB,2002,2,REG,2002_02_MIA_IND,MIA,IND,13,18,187,2,1,1,-8,7,30,1
00-0005324,Terrell Fletcher,RB,2002,2,REG,2002_02_HOU_SD,LAC,HOU,0,0,0,0,0,0,0,3,10,0
00-0005589,Gus Frerotte,QB,2002,2,REG,2002_02_CIN_CLE,CIN,CLE,26,47,239,1,3,5,-38,2,8,0
00-0005741,Rich Gannon,QB,2002,2,REG,2002_02_OAK_PIT,LV,PIT,43,64,403,1,2,5,-34,0,0,0
00-0005755,Jeff Garcia,QB,2002,2,REG,2002_02_DEN_SF,SF,DEN,27,36,205,1,1,2,-15,5,13,1
00-0005779,Charlie Garner,RB,2002,2,REG,2002_02_OAK_PIT,LV,PIT,0,0,0,0,0,0,0,6,56,1
00-0005816,Olandis Gary,RB,2002,2,REG,2002_02_DEN_SF,DEN,SF,0,0,0,0,0,0,0,12,61,1
00-0005883,Eddie George,RB,2002,2,REG,2002_02_TEN_DAL,TEN,DAL,0,0,0,0,0,0,0,19,65,0
00-0006305,Ahman Green,RB,2002,2,REG,2002_02_GB_NO,GB,NO,0,0,0,0,0,0,0,17,81,0
00-0006355,Trent Green,QB,2002,2,REG,2002_02_JAX_KC,KC,JAX,16,31,199,1,2,1,-3,1,14,0
00-0006423,Brian Griese,QB,2002,2,REG,2002_02_DEN_SF,DEN,SF,14,19,119,2,0,4,-21,4,14,0
00-0007091,Matt Hasselbeck,QB,2002,2,REG,2002_02_ARI_SEA,SEA,ARI,0,0,0,0,0,0,0,1,1,0
00-0007180,Garrison Hearst,RB,2002,2,REG,2002_02_DEN_SF,SF,DEN,0,0,0,0,0,0,0,5,5,0
00-0007308,Craig Hentrich,P,2002,2,REG,2002_02_TEN_DAL,TEN,DAL,1,1,17,0,0,0,0,0,0,0
00-0007576,Kelly Holcomb,QB,2002,2,REG,2002_02_CIN_CLE,CLE,CIN,17,30,198,2,0,1,-8,2,1,0
00-0007661,Priest Holmes,RB,2002,2,REG,2002_02_JAX_KC,KC,JAX,0,1,0,0,0,0,0,22,84,0
00-0008241,Edgerrin James,RB,2002,2,REG,2002_02_MIA_IND,IND,MIA,0,0,0,0,0,0,0,30,138,0
00-0008357,MarTay Jenkins,WR,2002,2,REG,2002_02_ARI_SEA,ARI,SEA,0,0,0,0,0,0,0,1,10,0
00-0008442,Brad Johnson,QB,2002,2,REG,2002_02_TB_BAL,TB,BAL,24,31,211,0,0,1,-6,1,-1,0
00-0008568,Leon Johnson,RB,2002,2,REG,2002_02_CHI_ATL,CHI,ATL,0,0,0,0,0,0,0,2,2,0
00-0008598,Pat Johnson,WR,2002,2,REG,2002_02_JAX_KC,JAX,KC,0,0,0,0,0,0,0,1,-9,0
00-0009163,Eddie Kennison,WR,2002,2,REG,2002_02_JAX_KC,KC,JAX,0,0,0,0,0,0,0,1,12,0
00-0009288,Terry Kirby,RB,2002,2,REG,2002_02_OAK_PIT,LV,PIT,0,1,0,0,0,0,0,7,23,0
00-0009829,Dorsey Levens,RB,2002,2,REG,2002_02_PHI_WAS,PHI,WAS,0,0,0,0,0,0,0,6,65,1
00-0009869,Jermaine Lewis,WR,2002,2,REG,2002_02_HOU_SD,HOU,LAC,0,0,0,0,0,0,0,1,1,0
00-0010240,Stacey Mack,RB,2002,2,REG,2002_02_JAX_KC,JAX,KC,0,0,0,0,0,0,0,1,13,0
00-0010346,Peyton Manning,QB,2002,2,REG,2002_02_MIA_IND,IND,MIA,26,45,289,1,3,0,0,1,5,0
00-0010442,Curtis Martin,RB,2002,2,REG,2002_02_NE_NYJ,NYJ,NE,0,0,0,0,0,0,0,4,5,0
00-0010560,Shane Matthews,QB,2002,2,REG,2002_02_PHI_WAS,WAS,PHI,10,22,62,0,1,0,0,2,16,0
00-0010650,Ed McCaffrey,WR,2002,2,REG,2002_02_DEN_SF,DEN,SF,0,0,0,0,0,0,0,2,22,0
00-0011022,Donovan McNabb,QB,2002,2,REG,2002_02_PHI_WAS,PHI,WAS,26,38,292,2,0,2,-9,5,36,1
00-0011024,Steve McNair,QB,2002,2,REG,2002_02_TEN_DAL,TEN,DAL,20,38,226,1,1,3,-24,4,23,0
00-0011276,Jim Miller,QB,2002,2,REG,2002_02_CHI_ATL,CHI,ATL,12,24,143,1,1,1,-7,2,-1,0
00-0011727,Johnnie Morton,WR,2002,2,REG,2002_02_JAX_KC,KC,JAX,0,0,0,0,0,0,0,1,20,0
00-0011754,Randy Moss,WR,2002,2,REG,2002_02_BUF_MIN,MIN,BUF,0,1,0,0,0,0,0,1,5,0
00-0011958,Lorenzo Neal,FB,2002,2,REG,2002_02_CIN_CLE,CIN,CLE,0,0,0,0,0,0,0,1,5,0
00-0012261,Neil O'Donnell,QB,2002,2,REG,2002_02_TEN_DAL,TEN,DAL,2,4,16,0,0,0,0,2,-2,0
00-0012732,Rodney Peete,QB,2002,2,REG,2002_02_DET_CAR,CAR,DET,21,32,310,1,0,0,0,1,0,0
00-0013013,Michael Pittman,RB,2002,2,REG,2002_02_TB_BAL,TB,BAL,0,0,0,0,0,0,0,13,37,0
00-0013042,Jake Plummer,QB,2002,2,REG,2002_02_ARI_SEA,ARI,SEA,10,22,107,1,1,2,-9,2,27,0
00-0013694,Tony Richardson,FB,2002,2,REG,2002_02_JAX_KC,KC,JAX,0,0,0,0,0,0,0,1,-1,0
00-0014450,Cory Schlesinger,FB,2002,2,REG,2002_02_DET_CAR,DET,CAR,0,0,0,0,0,0,0,3,1,0
00-0015091,Antowain Smith,RB,2002,2,REG,2002_02_NE_NYJ,NE,NYJ,0,0,0,0,0,0,0,15,66,0
00-0015165,Emmitt Smith,RB,2002,2,REG,2002_02_TEN_DAL,DAL,TEN,0,0,0,0,0,0,0,18,59,0
00-0015242,Lamar Smith,RB,2002,2,REG,2002_02_DET_CAR,CAR,DET,0,0,0,0,0,0,0,20,60,2
00-0015290,Rod Smith,WR,2002,2,REG,2002_02_DEN_SF,DEN,SF,0,0,0,0,0,0,0,3,-3,0
00-0015420,Jerald Sowell,FB,2002,2,REG,2002_02_NE_NYJ,NYJ,NE,0,0,0,0,0,0,0,1,0,0
00-0015523,Duce Staley,RB,2002,2,REG,2002_02_PHI_WAS,PHI,WAS,0,0,0,0,0,0,0,15,55,0
00-0015601,Aaron Stecker,RB,2002,2,REG,2002_02_TB_BAL,TB,BAL,0,0,0,0,0,0,0,5,15,0
00-0015698,James Stewart,RB,2002,2,REG,2002_02_DET_CAR,DET,CAR,0,0,0,0,0,0,0,12,53,0
00-0015700,Kordell Stewart,QB,2002,2,REG,2002_02_OAK_PIT,PIT,LV,18,34,201,2,1,0,0,3,10,0
00-0015830,Mack Strong,FB,2002,2,REG,2002_02_ARI_SEA,SEA,ARI,0,0,0,0,0,0,0,1,2,0
00-0016098,Fred Taylor,RB,2002,2,REG,2002_02_JAX_KC,JAX,KC,0,0,0,0,0,0,0,20,114,1
00-0016193,Vinny Testaverde,QB,2002,2,REG,2002_02_NE_NYJ,NYJ,NE,15,23,150,1,1,3,-17,0,0,0
00-0016550,Amani Toomer,WR,2002,2,REG,2002_02_NYG_STL,NYG,LA,0,0,0,0,0,0,0,1,2,0
00-0016689,Matt Turk,P,2002,2,REG,2002_02_NE_NYJ,NYJ,NE,0,0,0,0,0,0,0,1,14,0
