player_id,player_display_name,position,season,week,season_type,game_id,team,opponent_team,completions,attempts,passing_yards,passing_tds,passing_interceptions,sacks_suffered,sack_yards_lost,carries,rushing_yards,rushing_tds,rushing_first_downs,rushing_fumbles_lost,receptions,targets,receiving_yards,receiving_tds,receiving_first_downs,receiving_fumbles_lost,fg_made,fg_att,fg_long,fg_made_0_19,fg_made_20_29,fg_made_30_39,fg_made_40_49,fg_made_50_59,fg_made_60_,pat_made,pat_att,pt_att,pt_yards,pt_net_yards,pt_long,pt_inside_20
00-0002068,Troy Brown,WR,2005,1,REG,2005_01_OAK_NE,NE,LV,0,0,0,0,0,0,0,0,0,0,0,0,6,0,51,0,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0002099,Isaac Bruce,WR,2005,1,REG,2005_01_STL_SF,LA,SF,0,0,0,0,0,0,0,0,0,0,0,0,3,0,61,1,3,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0002102,Mark Bruener,TE,2005,1,REG,2005_01_HOU_BUF,HOU,BUF,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0002110,Mark Brunell,QB,2005,1,REG,2005_01_CHI_WAS,WAS,CHI,8,14,70,0,0,1,-8,5,-2,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0002159,Shawn Bryson,RB,2005,1,REG,2005_01_GB_DET,DET,GB,0,0,0,0,0,0,0,3,1,0,0,0,1,0,7,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0002586,Mark Campbell,TE,2005,1,REG,2005_01_HOU_BUF,BUF,HOU,0,0,0,0,0,0,0,0,0,0,0,0,2,0,18,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0002655,John Carney,K,2005,1,REG,2005_01_NO_CAR,NO,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,48,0,1,0,2,0,0,2,2,0,0,0,,0
00-0002962,Wayne Chrebet,WR,2005,1,REG,2005_01_NYJ_KC,NYJ,KC,0,0,0,0,0,0,0,0,0,0,0,0,3,0,33,0,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0003035,Desmond Clark,TE,2005,1,REG,2005_01_CHI_WAS,CHI,WAS,0,0,0,0,0,0,0,0,0,0,0,0,3,0,26,0,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0003292,Kerry Collins,QB,2005,1,REG,2005_01_OAK_NE,LV,NE,18,40,265,3,1,1,-6,1,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0003400,Ernie Conwell,TE,2005,1,REG,2005_01_NO_CAR,NO,CAR,0,0,0,0,0,0,0,0,0,0,0,0,6,0,71,0,5,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0003501,Jose Cortez,K,2005,1,REG,2005_01_DAL_SD,DAL,LAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,4,0,0,0,,0
00-0003663,Zack Crockett,RB,2005,1,REG,2005_01_OAK_NE,LV,NE,0,0,0,0,0,0,0,3,20,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0003739,Daunte Culpepper,QB,2005,1,REG,2005_01_TB_MIN,MIN,TB,22,33,233,0,3,2,-11,4,12,0,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0004052,Stephen Davis,RB,2005,1,REG,2005_01_NO_CAR,CAR,NO,0,0,0,0,0,0,0,13,81,1,4,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0004091,Phil Dawson,K,2005,1,REG,2005_01_CIN_CLE,CLE,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,34,0,1,1,0,0,0,1,1,0,0,0,,0
00-0004161,Jake Delhomme,QB,2005,1,REG,2005_01_NO_CAR,CAR,NO,19,31,212,1,2,1,-3,2,17,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0004293,Trent Dilfer,QB,2005,1,REG,2005_01_CIN_CLE,CLE,CIN,26,43,278,1,2,0,0,2,5,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0004304,Corey Dillon,RB,2005,1,REG,2005_01_OAK_NE,NE,LV,0,0,0,0,0,0,0,23,63,2,5,0,2,0,30,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0004541,Donald Driver,WR,2005,1,REG,2005_01_GB_DET,GB,DET,0,0,0,0,0,0,0,0,0,0,0,0,4,0,48,0,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0004640,Warrick Dunn,RB,2005,1,REG,2005_01_PHI_ATL,ATL,PHI,0,0,0,0,0,0,0,21,117,0,5,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0004673,Tim Dwight,WR,2005,1,REG,2005_01_OAK_NE,NE,LV,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0004768,Marc Edwards,FB,2005,1,REG,2005_01_CHI_WAS,CHI,WAS,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0004811,Jason Elam,K,2005,1,REG,2005_01_DEN_MIA,DEN,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,28,0,1,0,0,0,0,1,1,0,0,0,,0
00-0004915,Bobby Engram,WR,2005,1,REG,2005_01_SEA_JAX,SEA,JAX,0,0,0,0,0,0,0,0,0,0,0,0,8,0,79,0,3,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0005091,Kevin Faulk,RB,2005,1,REG,2005_01_OAK_NE,NE,LV,0,0,0,0,0,0,0,5,11,0,0,0,3,0,18,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0005092,Marshall Faulk,RB,2005,1,REG,2005_01_STL_SF,LA,SF,0,0,0,0,0,0,0,3,12,0,1,0,1,0,4,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0005106,Brett Favre,QB,2005,1,REG,2005_01_GB_DET,GB,DET,27,44,201,0,2,4,-31,1,-1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0005113,Jeff Feagles,P,2005,1,REG,2005_01_ARI_NYG,NYG,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,6,252,257,56,4
00-0005180,Jay Fiedler,QB,2005,1,REG,2005_01_NYJ_KC,NYJ,KC,6,10,88,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0005231,Brian Finneran,WR,2005,1,REG,2005_01_PHI_ATL,ATL,PHI,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0005589,Gus Frerotte,QB,2005,1,REG,2005_01_DEN_MIA,MIA,DEN,24,36,275,2,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0005720,Joey Galloway,WR,2005,1,REG,2005_01_TB_MIN,TB,MIN,0,0,0,0,0,0,0,1,0,0,0,0,5,0,97,0,4,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0005771,Chris Gardocki,P,2005,1,REG,2005_01_TEN_PIT,PIT,TEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,3,137,107,49,1
00-0006043,Terry Glenn,WR,2005,1,REG,2005_01_DAL_SD,DAL,LAC,0,0,0,0,0,0,0,0,0,0,0,0,3,0,42,0,3,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0006101,Tony Gonzalez,TE,2005,1,REG,2005_01_NYJ_KC,KC,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,4,0,51,0,3,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0006305,Ahman Green,RB,2005,1,REG,2005_01_GB_DET,GB,DET,0,0,0,0,0,0,0,12,58,0,1,0,5,0,34,0,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0006355,Trent Green,QB,2005,1,REG,2005_01_NYJ_KC,KC,NYJ,15,26,200,0,1,1,-9,1,-1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0006423,Brian Griese,QB,2005,1,REG,2005_01_TB_MIN,TB,MIN,18,29,213,2,2,2,-14,2,-2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0006662,John Hall,K,2005,1,REG,2005_01_CHI_WAS,WAS,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,43,1,0,0,2,0,0,0,0,0,0,0,,0
00-0006799,Chris Hanson,P,2005,1,REG,2005_01_SEA_JAX,JAX,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,4,176,171,58,4
00-0006800,Jason Hanson,K,2005,1,REG,2005_01_GB_DET,DET,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,21,0,1,0,0,0,0,2,2,0,0,0,,0
00-0007024,Marvin Harrison,WR,2005,1,REG,2005_01_IND_BAL,IND,BAL,0,0,0,0,0,0,0,0,0,0,0,0,6,0,69,1,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0007091,Matt Hasselbeck,QB,2005,1,REG,2005_01_SEA_JAX,SEA,JAX,21,37,246,2,3,2,-18,2,16,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0007213,Steve Heiden,TE,2005,1,REG,2005_01_CIN_CLE,CLE,CIN,0,0,0,0,0,0,0,0,0,0,0,0,3,0,32,0,3,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0007254,William Henderson,FB,2005,1,REG,2005_01_GB_DET,GB,DET,0,0,0,0,0,0,0,0,0,0,0,0,3,0,20,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0007308,Craig Hentrich,P,2005,1,REG,2005_01_TEN_PIT,TEN,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,92,72,53,1
00-0007468,Ike Hilliard,WR,2005,1,REG,2005_01_TB_MIN,TB,MIN,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0007661,Priest Holmes,RB,2005,1,REG,2005_01_NYJ_KC,KC,NYJ,0,0,0,0,0,0,0,22,85,1,5,0,1,0,5,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0007681,Torry Holt,WR,2005,1,REG,2005_01_STL_SF,LA,SF,0,0,0,0,0,0,0,0,0,0,0,0,10,0,125,0,5,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0007744,Joe Horn,WR,2005,1,REG,2005_01_NO_CAR,NO,CAR,0,0,0,0,0,0,0,0,0,0,0,0,5,0,66,0,4,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0008241,Edgerrin James,RB,2005,1,REG,2005_01_IND_BAL,IND,BAL,0,0,0,0,0,0,0,23,88,0,6,0,3,0,26,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0008484,Dirk Johnson,P,2005,1,REG,2005_01_PHI_ATL,PHI,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,5,213,213,47,3
00-0008560,Kevin Johnson,WR,2005,1,REG,2005_01_GB_DET,DET,GB,0,0,0,0,0,0,0,0,0,0,0,0,2,0,38,0,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0008561,Keyshawn Johnson,WR,2005,1,REG,2005_01_DAL_SD,DAL,LAC,0,0,0,0,0,0,0,0,0,0,0,0,5,0,65,2,4,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0008962,Joe Jurevicius,WR,2005,1,REG,2005_01_SEA_JAX,SEA,JAX,0,0,0,0,0,0,0,0,0,0,0,0,3,0,64,1,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0009028,John Kasay,K,2005,1,REG,2005_01_NO_CAR,CAR,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,46,0,0,1,1,0,0,2,2,0,0,0,,0
00-0009163,Eddie Kennison,WR,2005,1,REG,2005_01_NYJ_KC,KC,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,4,0,76,0,3,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0009323,Jimmy Kleinsasser,TE,2005,1,REG,2005_01_TB_MIN,MIN,TB,0,0,0,0,0,0,0,0,0,0,0,0,4,0,42,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0010072,Ryan Longwell,K,2005,1,REG,2005_01_GB_DET,GB,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50,0,0,0,0,1,0,0,0,0,0,0,,0
00-0010333,Kris Mangum,TE,2005,1,REG,2005_01_NO_CAR,CAR,NO,0,0,0,0,0,0,0,0,0,0,0,0,2,0,22,0,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0010346,Peyton Manning,QB,2005,1,REG,2005_01_IND_BAL,IND,BAL,21,36,254,2,0,0,0,3,-2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0010373,Olindo Mare,K,2005,1,REG,2005_01_DEN_MIA,MIA,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,44,0,1,0,1,0,0,4,4,0,0,0,,0
00-0010442,Curtis Martin,RB,2005,1,REG,2005_01_NYJ_KC,NYJ,KC,0,0,0,0,0,0,0,20,57,0,0,0,3,0,20,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0010500,Derrick Mason,WR,2005,1,REG,2005_01_IND_BAL,BAL,IND,0,0,0,0,0,0,0,0,0,0,0,0,8,0,99,0,6,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0010609,Brad Maynard,P,2005,1,REG,2005_01_CHI_WAS,CHI,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,7,292,287,49,3
00-0010668,Keenan McCardell,WR,2005,1,REG,2005_01_DAL_SD,LAC,DAL,0,0,0,0,0,0,0,0,0,0,0,0,9,0,123,2,8,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0011022,Donovan McNabb,QB,2005,1,REG,2005_01_PHI_ATL,PHI,ATL,24,45,257,1,1,2,-7,1,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0011024,Steve McNair,QB,2005,1,REG,2005_01_TEN_PIT,TEN,PIT,18,26,219,1,1,3,-13,2,-1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0011279,Josh Miller,P,2005,1,REG,2005_01_OAK_NE,NE,LV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,6,269,254,49,3
00-0011626,Brian Moorman,P,2005,1,REG,2005_01_HOU_BUF,BUF,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,5,203,157,58,1
00-0011727,Johnnie Morton,WR,2005,1,REG,2005_01_STL_SF,SF,LA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0011754,Randy Moss,WR,2005,1,REG,2005_01_OAK_NE,LV,NE,0,0,0,0,0,0,0,0,0,0,0,0,5,0,130,1,3,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0011770,Eric Moulds,WR,2005,1,REG,2005_01_HOU_BUF,BUF,HOU,0,0,0,0,0,0,0,0,0,0,0,0,4,0,40,0,3,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0011795,Muhsin Muhammad,WR,2005,1,REG,2005_01_CHI_WAS,CHI,WAS,0,0,0,0,0,0,0,0,0,0,0,0,6,0,59,0,4,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0011958,Lorenzo Neal,FB,2005,1,REG,2005_01_DAL_SD,LAC,DAL,0,0,0,0,0,0,0,3,15,0,3,0,1,0,6,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0011970,Joe Nedney,K,2005,1,REG,2005_01_STL_SF,SF,LA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,4,0,0,0,,0
00-0012478,Terrell Owens,WR,2005,1,REG,2005_01_PHI_ATL,PHI,ATL,0,0,0,0,0,0,0,0,0,0,0,0,7,0,112,0,7,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0012642,David Patten,WR,2005,1,REG,2005_01_CHI_WAS,WAS,CHI,0,0,0,0,0,0,0,0,0,0,0,0,3,0,19,0,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0012875,Todd Peterson,K,2005,1,REG,2005_01_PHI_ATL,ATL,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,2,0,0,0,,0
00-0013028,Scott Player,P,2005,1,REG,2005_01_ARI_NYG,ARI,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,7,312,204,53,1
00-0013042,Jake Plummer,QB,2005,1,REG,2005_01_DEN_MIA,DEN,MIA,22,48,251,1,2,1,-9,3,18,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0013080,Marcus Pollard,TE,2005,1,REG,2005_01_GB_DET,DET,GB,0,0,0,0,0,0,0,0,0,0,0,0,5,0,58,1,4,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0013682,Kyle Richardson,P,2005,1,REG,2005_01_CIN_CLE,CLE,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,91,73,56,0
00-0013694,Tony Richardson,FB,2005,1,REG,2005_01_NYJ_KC,KC,NYJ,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0013888,Marcus Robinson,WR,2005,1,REG,2005_01_TB_MIN,MIN,TB,0,0,0,0,0,0,0,0,0,0,0,0,3,0,22,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0014377,Todd Sauerbrun,P,2005,1,REG,2005_01_DEN_MIA,DEN,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,7,318,214,56,0
00-0014775,Daimon Shelton,FB,2005,1,REG,2005_01_HOU_BUF,BUF,HOU,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0015091,Antowain Smith,RB,2005,1,REG,2005_01_NO_CAR,NO,CAR,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0015194,Hunter Smith,P,2005,1,REG,2005_01_IND_BAL,IND,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,7,275,224,50,4
00-0015218,Jimmy Smith,WR,2005,1,REG,2005_01_SEA_JAX,JAX,SEA,0,0,0,0,0,0,0,0,0,0,0,0,7,0,130,2,5,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0015290,Rod Smith,WR,2005,1,REG,2005_01_DEN_MIA,DEN,MIA,0,0,0,0,0,0,0,0,0,0,0,0,7,0,90,0,4,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0015420,Jerald Sowell,FB,2005,1,REG,2005_01_NYJ_KC,NYJ,KC,0,0,0,0,0,0,0,0,0,0,0,0,3,0,52,0,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0015550,Chad Stanley,P,2005,1,REG,2005_01_HOU_BUF,HOU,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,5,213,194,51,1
00-0015601,Aaron Stecker,RB,2005,1,REG,2005_01_NO_CAR,NO,CAR,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0015754,Brandon Stokley,WR,2005,1,REG,2005_01_IND_BAL,IND,BAL,0,0,0,0,0,0,0,0,0,0,0,0,7,0,83,0,5,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0015784,Matt Stover,K,2005,1,REG,2005_01_IND_BAL,BAL,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,0,0,0,0,0,0,1,1,0,0,0,,0
00-0015830,Mack Strong,FB,2005,1,REG,2005_01_SEA_JAX,SEA,JAX,0,0,0,0,0,0,0,1,2,0,1,0,1,0,-3,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0016098,Fred Taylor,RB,2005,1,REG,2005_01_SEA_JAX,JAX,SEA,0,0,0,0,0,0,0,20,76,0,3,0,2,0,14,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0016440,James Thrash,WR,2005,1,REG,2005_01_CHI_WAS,WAS,CHI,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0016677,Jerame Tuman,TE,2005,1,REG,2005_01_TEN_PIT,PIT,TEN,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0016830,Mike Vanderjagt,K,2005,1,REG,2005_01_IND_BAL,IND,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,20,0,1,0,0,0,0,3,3,0,0,0,,0
00-0016919,Adam Vinatieri,K,2005,1,REG,2005_01_OAK_NE,NE,LV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,26,0,1,0,0,0,0,3,4,0,0,0,,0
00-0017162,Hines Ward,WR,2005,1,REG,2005_01_TEN_PIT,PIT,TEN,0,0,0,0,0,0,0,1,-1,0,0,0,2,0,25,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0017200,Kurt Warner,QB,2005,1,REG,2005_01_ARI_NYG,ARI,NYG,27,46,264,1,1,3,-29,3,11,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0017611,Alvis Whitted,WR,2005,1,REG,2005_01_OAK_NE,LV,NE,0,0,0,0,0,0,0,0,0,0,0,0,2,0,29,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0017644,Jermaine Wiggins,TE,2005,1,REG,2005_01_TB_MIN,MIN,TB,0,0,0,0,0,0,0,0,0,0,0,0,4,0,33,0,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
